year,applicant_id,grade_id,program_id,ranking,quota_id,priority_profile,assignment_order,status
2025,28424431,1,1,1,1,2195,1,ListaPriorizados
2025,28484687,1,1,1,1,2071,2,ListaPriorizados
2025,28501600,1,1,1,1,485,3,ListaPriorizados
2025,28486166,1,1,1,1,485,4,ListaPriorizados
2025,28469359,1,1,1,1,485,5,ListaPriorizados
2025,28518845,1,1,1,1,485,6,ListaPriorizados
2025,28444275,1,1,1,1,485,7,ListaPriorizados
2025,28425810,1,1,1,1,478,8,ListaPriorizados
2025,28429447,1,1,1,1,476,9,ListaPriorizados
2025,28488880,1,1,1,1,474,10,ListaPriorizados
2025,28466468,1,1,1,1,469,11,ListaPriorizados
2025,28446675,1,1,1,1,469,12,ListaPriorizados
2025,28541899,1,1,1,1,469,13,ListaPriorizados
2025,28431256,1,1,1,1,467,14,ListaPriorizados
2025,100784630,1,1,1,1,460,15,ListaPriorizados
2025,28492410,1,1,1,1,460,16,ListaPriorizados
2025,28445529,1,1,1,1,286,17,ListaPriorizados
2025,28465970,1,1,1,1,28,18,ListaPriorizados
2025,28428927,1,1,1,1,19,19,ListaPriorizados
2025,28409013,1,1,1,1,19,20,ListaPriorizados
2025,28415612,1,1,1,1,19,21,ListaEspera
2025,28543161,1,1,1,1,19,22,ListaEspera
2025,28479527,1,1,1,1,19,23,ListaEspera
2025,28463881,1,1,1,1,19,24,ListaEspera
2025,28472573,1,1,1,1,10,25,ListaEspera
2025,27731955,2,2,1,1,494,1,ListaEspera
2025,28152266,2,2,1,1,485,2,ListaEspera
2025,28333899,2,2,1,1,485,3,ListaEspera
2025,28192140,2,2,1,1,483,4,ListaEspera
2025,28182181,2,2,1,1,478,5,ListaEspera
2025,28220380,2,2,1,1,476,6,ListaEspera
2025,28217800,2,2,1,1,476,7,ListaEspera
2025,28216400,2,2,1,1,476,8,ListaEspera
2025,28230053,2,2,1,1,476,9,ListaEspera
2025,28200103,2,2,1,1,476,10,ListaEspera
2025,28278654,2,2,1,1,475,11,ListaEspera
2025,28118176,2,2,1,1,475,12,ListaEspera
2025,28263545,2,2,1,1,474,13,ListaEspera
2025,28344736,2,2,1,1,467,14,ListaEspera
2025,28214659,2,2,1,1,467,15,ListaEspera
2025,28311183,2,2,1,1,467,16,ListaEspera
2025,28351160,2,2,1,1,467,17,ListaEspera
2025,28376754,2,2,1,1,466,18,ListaEspera
2025,28234439,2,2,1,1,465,19,ListaEspera
2025,28388811,2,2,1,1,465,20,ListaEspera
2025,28169131,2,2,1,1,460,21,ListaEspera
2025,27934601,2,2,1,1,460,22,ListaEspera
2025,41573099,2,2,1,1,451,23,ListaEspera
2025,28272687,2,2,1,1,451,24,ListaEspera
2025,28246104,2,2,1,1,451,25,ListaEspera
2025,28357859,2,2,1,1,451,26,ListaEspera
2025,28136591,2,2,1,1,451,27,ListaEspera
2025,28252154,2,2,1,1,28,28,ListaEspera
2025,28337624,2,2,1,1,28,29,ListaEspera
2025,28359349,2,2,1,1,19,30,ListaEspera
2025,28278354,2,2,1,1,12,31,ListaEspera
2025,28154441,2,2,1,1,10,32,ListaEspera
2025,28387243,2,2,1,1,10,33,ListaEspera
2025,27975813,3,3,1,1,5518,1,ListaPriorizados
2025,27956610,3,3,1,1,3815,2,ListaPriorizados
2025,28001170,3,3,1,1,2193,3,ListaPriorizados
2025,27990919,3,3,1,1,2186,4,ListaPriorizados
2025,28080393,3,3,1,1,575,5,ListaPriorizados
2025,27953129,3,3,1,1,494,6,ListaPriorizados
2025,27978101,3,3,1,1,493,7,ListaPriorizados
2025,27978746,3,3,1,1,487,8,ListaPriorizados
2025,27936715,3,3,1,1,485,9,ListaPriorizados
2025,28045260,3,3,1,1,485,10,ListaPriorizados
2025,27965570,3,3,1,1,485,11,ListaPriorizados
2025,27922827,3,3,1,1,485,12,ListaPriorizados
2025,28037340,3,3,1,1,485,13,ListaPriorizados
2025,28104794,3,3,1,1,485,14,ListaPriorizados
2025,27781705,3,3,1,1,485,15,ListaPriorizados
2025,27979354,3,3,1,1,485,16,ListaPriorizados
2025,27861500,3,3,1,1,485,17,ListaPriorizados
2025,27843349,3,3,1,1,485,18,ListaPriorizados
2025,27776973,3,3,1,1,484,19,ListaPriorizados
2025,27978340,3,3,1,1,483,20,ListaPriorizados
2025,100777982,3,3,1,1,478,21,ListaPriorizados
2025,28082962,3,3,1,1,478,22,ListaPriorizados
2025,28048991,3,3,1,1,476,23,ListaPriorizados
2025,27876640,3,3,1,1,476,24,ListaPriorizados
2025,27980335,3,3,1,1,476,25,ListaEspera
2025,28104194,3,3,1,1,476,26,ListaEspera
2025,27870846,3,3,1,1,476,27,ListaEspera
2025,28086808,3,3,1,1,476,28,ListaEspera
2025,28077624,3,3,1,1,475,29,ListaEspera
2025,27902856,3,3,1,1,475,30,ListaEspera
2025,27971508,3,3,1,1,475,31,ListaEspera
2025,27950033,3,3,1,1,475,32,ListaEspera
2025,28105425,3,3,1,1,467,33,ListaEspera
2025,27980268,3,3,1,1,467,34,ListaEspera
2025,28000516,3,3,1,1,467,35,ListaEspera
2025,27845886,3,3,1,1,467,36,ListaEspera
2025,27994612,3,3,1,1,467,37,ListaEspera
2025,27765955,3,3,1,1,467,38,ListaEspera
2025,27965591,3,3,1,1,467,39,ListaEspera
2025,28005198,3,3,1,1,467,40,ListaEspera
2025,28046119,3,3,1,1,467,41,ListaEspera
2025,27817141,3,3,1,1,467,42,ListaEspera
2025,28049402,3,3,1,1,467,43,ListaEspera
2025,27975532,3,3,1,1,467,44,ListaEspera
2025,27895670,3,3,1,1,467,45,ListaEspera
2025,27986138,3,3,1,1,467,46,ListaEspera
2025,28061682,3,3,1,1,467,47,ListaEspera
2025,27875324,3,3,1,1,466,48,ListaEspera
2025,27974426,3,3,1,1,466,49,ListaEspera
2025,28033811,3,3,1,1,460,50,ListaEspera
2025,27979273,3,3,1,1,460,51,ListaEspera
2025,100745212,3,3,1,1,460,52,ListaEspera
2025,100222833,3,3,1,1,460,53,ListaEspera
2025,27803210,3,3,1,1,458,54,ListaEspera
2025,28024972,3,3,1,1,458,55,ListaEspera
2025,27983330,3,3,1,1,458,56,ListaEspera
2025,27932721,3,3,1,1,458,57,ListaEspera
2025,27976127,3,3,1,1,451,58,ListaEspera
2025,100784632,3,3,1,1,451,59,ListaEspera
2025,28107967,3,3,1,1,312,60,ListaEspera
2025,27912553,3,3,1,1,46,61,ListaEspera
2025,27978256,3,3,1,1,32,62,ListaEspera
2025,27880475,3,3,1,1,31,63,ListaEspera
2025,27773251,3,3,1,1,28,64,ListaEspera
2025,28051308,3,3,1,1,28,65,ListaEspera
2025,28005104,3,3,1,1,14,66,ListaEspera
2025,27943468,3,3,1,1,14,67,ListaEspera
2025,27912350,3,3,1,1,14,68,ListaEspera
2025,28074215,3,3,1,1,12,69,ListaEspera
2025,28009456,3,3,1,1,10,70,ListaEspera
2025,28034830,3,3,1,1,10,71,ListaEspera
2025,28066997,3,3,1,1,3,72,ListaEspera
2025,27621856,4,4,1,1,3718,1,ListaPriorizados
2025,28427473,4,4,1,1,494,2,ListaPriorizados
2025,27681579,4,4,1,1,494,3,ListaPriorizados
2025,27750391,4,4,1,1,493,4,ListaPriorizados
2025,27750410,4,4,1,1,493,5,ListaPriorizados
2025,100763275,4,4,1,1,487,6,ListaPriorizados
2025,27700231,4,4,1,1,485,7,ListaPriorizados
2025,27692145,4,4,1,1,485,8,ListaPriorizados
2025,27571066,4,4,1,1,478,9,ListaPriorizados
2025,100783036,4,4,1,1,478,10,ListaPriorizados
2025,27508721,4,4,1,1,476,11,ListaEspera
2025,27714718,4,4,1,1,476,12,ListaEspera
2025,27738562,4,4,1,1,475,13,ListaEspera
2025,100663627,4,4,1,1,469,14,ListaEspera
2025,27650054,4,4,1,1,467,15,ListaEspera
2025,27648882,4,4,1,1,467,16,ListaEspera
2025,27642886,4,4,1,1,467,17,ListaEspera
2025,27630130,4,4,1,1,466,18,ListaEspera
2025,28363830,4,4,1,1,460,19,ListaEspera
2025,28441452,4,4,1,1,460,20,ListaEspera
2025,27602538,4,4,1,1,460,21,ListaEspera
2025,100783434,4,4,1,1,460,22,ListaEspera
2025,100221967,4,4,1,1,451,23,ListaEspera
2025,27719127,4,4,1,1,451,24,ListaEspera
2025,27695475,4,4,1,1,98,25,ListaEspera
2025,27722363,4,4,1,1,28,26,ListaEspera
2025,27751209,4,4,1,1,28,27,ListaEspera
2025,27684004,4,4,1,1,23,28,ListaEspera
2025,27595651,4,4,1,1,19,29,ListaEspera
2025,27683972,4,4,1,1,14,30,ListaEspera
2025,28396746,1,5,1,1,2170,1,ListaPriorizados
2025,28476760,1,5,1,1,2092,2,ListaPriorizados
2025,28520532,1,5,1,1,476,3,ListaPriorizados
2025,28418773,1,5,1,1,467,4,ListaPriorizados
2025,28469849,1,5,1,1,460,5,ListaPriorizados
2025,28428790,1,5,1,1,458,6,ListaPriorizados
2025,28400289,1,5,1,1,451,7,ListaPriorizados
2025,28375131,1,5,1,1,451,8,ListaPriorizados
2025,28383344,1,5,1,1,451,9,ListaPriorizados
2025,28424348,1,5,1,1,28,10,ListaPriorizados
2025,28447798,1,5,1,1,19,11,ListaPriorizados
2025,28512871,1,5,1,1,19,12,ListaPriorizados
2025,28397975,1,5,1,1,10,13,ListaPriorizados
2025,28522806,1,5,1,1,10,14,ListaPriorizados
2025,28349153,2,6,1,1,2089,1,ListaPriorizados
2025,28309755,2,6,1,1,494,2,ListaPriorizados
2025,28379434,2,6,1,1,485,3,ListaPriorizados
2025,28166493,2,6,1,1,485,4,ListaPriorizados
2025,28176000,2,6,1,1,476,5,ListaPriorizados
2025,28316148,2,6,1,1,476,6,ListaPriorizados
2025,28372146,2,6,1,1,476,7,ListaPriorizados
2025,28306459,2,6,1,1,476,8,ListaPriorizados
2025,28213050,2,6,1,1,467,9,ListaPriorizados
2025,28153128,2,6,1,1,467,10,ListaPriorizados
2025,28135470,2,6,1,1,467,11,ListaPriorizados
2025,28240606,2,6,1,1,467,12,ListaPriorizados
2025,28362860,2,6,1,1,460,13,ListaPriorizados
2025,100783825,2,6,1,1,460,14,ListaPriorizados
2025,100781621,2,6,1,1,460,15,ListaPriorizados
2025,28298914,2,6,1,1,458,16,ListaPriorizados
2025,28116510,2,6,1,1,458,17,ListaPriorizados
2025,28212333,2,6,1,1,457,18,ListaPriorizados
2025,100785155,2,6,1,1,451,19,ListaPriorizados
2025,28392584,2,6,1,1,451,20,ListaPriorizados
2025,28327169,2,6,1,1,451,21,ListaPriorizados
2025,28177088,2,6,1,1,451,22,ListaPriorizados
2025,28238577,2,6,1,1,46,23,ListaPriorizados
2025,28238990,2,6,1,1,22,24,ListaPriorizados
2025,28150377,2,6,1,1,19,25,ListaPriorizados
2025,28246431,2,6,1,1,10,26,ListaPriorizados
2025,28282306,2,6,1,1,1,27,ListaPriorizados
2025,27991170,3,7,1,1,568,1,ListaPriorizados
2025,28041754,3,7,1,1,568,2,ListaPriorizados
2025,27996937,3,7,1,1,566,3,ListaPriorizados
2025,27760303,3,7,1,1,487,4,ListaPriorizados
2025,27878876,3,7,1,1,485,5,ListaPriorizados
2025,27938225,3,7,1,1,484,6,ListaPriorizados
2025,27876806,3,7,1,1,476,7,ListaPriorizados
2025,27845709,3,7,1,1,476,8,ListaPriorizados
2025,27852845,3,7,1,1,476,9,ListaPriorizados
2025,27895607,3,7,1,1,476,10,ListaPriorizados
2025,27880607,3,7,1,1,476,11,ListaPriorizados
2025,27965562,3,7,1,1,476,12,ListaPriorizados
2025,28116029,3,7,1,1,476,13,ListaPriorizados
2025,27822225,3,7,1,1,476,14,ListaPriorizados
2025,27892673,3,7,1,1,475,15,ListaEspera
2025,100755428,3,7,1,1,469,16,ListaEspera
2025,100226836,3,7,1,1,469,17,ListaEspera
2025,100783010,3,7,1,1,469,18,ListaEspera
2025,28083660,3,7,1,1,467,19,ListaEspera
2025,27842609,3,7,1,1,467,20,ListaEspera
2025,28094121,3,7,1,1,467,21,ListaEspera
2025,27952971,3,7,1,1,467,22,ListaEspera
2025,27761444,3,7,1,1,467,23,ListaEspera
2025,28004274,3,7,1,1,467,24,ListaEspera
2025,27906056,3,7,1,1,467,25,ListaEspera
2025,27982909,3,7,1,1,467,26,ListaEspera
2025,27962654,3,7,1,1,466,27,ListaEspera
2025,27896879,3,7,1,1,460,28,ListaEspera
2025,41666330,3,7,1,1,460,29,ListaEspera
2025,100224774,3,7,1,1,460,30,ListaEspera
2025,100766851,3,7,1,1,460,31,ListaEspera
2025,28090429,3,7,1,1,458,32,ListaEspera
2025,27860024,3,7,1,1,458,33,ListaEspera
2025,27843481,3,7,1,1,451,34,ListaEspera
2025,100226050,3,7,1,1,451,35,ListaEspera
2025,100779905,3,7,1,1,451,36,ListaEspera
2025,27810793,3,7,1,1,32,37,ListaEspera
2025,27896349,3,7,1,1,28,38,ListaEspera
2025,28056657,3,7,1,1,28,39,ListaEspera
2025,27762989,3,7,1,1,23,40,ListaEspera
2025,28040615,3,7,1,1,21,41,ListaEspera
2025,27783530,3,7,1,1,13,42,ListaEspera
2025,27990385,3,7,1,1,10,43,ListaEspera
2025,27921506,3,7,1,1,10,44,ListaEspera
2025,28085473,3,7,1,1,10,45,ListaEspera
2025,27967267,3,7,1,1,10,46,ListaEspera
2025,28066056,3,7,1,1,10,47,ListaEspera
2025,27999924,3,7,1,1,3,48,ListaEspera
2025,28068167,4,8,1,1,478,1,ListaPriorizados
2025,100702724,4,8,1,1,478,2,ListaPriorizados
2025,27700613,4,8,1,1,476,3,ListaPriorizados
2025,27603699,4,8,1,1,476,4,ListaPriorizados
2025,27525296,4,8,1,1,475,5,ListaPriorizados
2025,27736634,4,8,1,1,467,6,ListaPriorizados
2025,27699805,4,8,1,1,467,7,ListaPriorizados
2025,27675328,4,8,1,1,467,8,ListaEspera
2025,27686731,4,8,1,1,467,9,ListaEspera
2025,100741669,4,8,1,1,460,10,ListaEspera
2025,100766005,4,8,1,1,460,11,ListaEspera
2025,27536755,4,8,1,1,458,12,ListaEspera
2025,27613220,4,8,1,1,457,13,ListaEspera
2025,100781887,4,8,1,1,451,14,ListaEspera
2025,100785153,4,8,1,1,451,15,ListaEspera
2025,100691341,4,8,1,1,451,16,ListaEspera
2025,100787677,4,8,1,1,451,17,ListaEspera
2025,27549620,4,8,1,1,28,18,ListaEspera
2025,27557162,4,8,1,1,10,19,ListaEspera
2025,28418283,1,9,1,1,2177,1,ListaPriorizados
2025,28412477,1,9,1,1,2080,2,ListaPriorizados
2025,28408470,1,9,1,1,2071,3,ListaPriorizados
2025,28454597,1,9,1,1,494,4,ListaPriorizados
2025,28478120,1,9,1,1,460,5,ListaPriorizados
2025,28516826,1,9,1,1,28,6,ListaPriorizados
2025,28546276,1,9,1,1,23,7,ListaPriorizados
2025,28423715,1,9,1,1,19,8,ListaPriorizados
2025,28406092,1,9,1,1,14,9,ListaPriorizados
2025,27602131,1,9,1,1,12,10,ListaPriorizados
2025,28438254,1,9,1,1,10,11,ListaPriorizados
2025,28351197,2,10,1,1,2089,1,ListaEspera
2025,28352303,2,10,1,1,559,2,ListaEspera
2025,28252989,2,10,1,1,485,3,ListaEspera
2025,28381554,2,10,1,1,485,4,ListaEspera
2025,28237350,2,10,1,1,483,5,ListaEspera
2025,28230648,2,10,1,1,476,6,ListaEspera
2025,28352992,2,10,1,1,476,7,ListaEspera
2025,28115658,2,10,1,1,476,8,ListaEspera
2025,28165443,2,10,1,1,476,9,ListaEspera
2025,28195385,2,10,1,1,476,10,ListaEspera
2025,28363486,2,10,1,1,476,11,ListaEspera
2025,28366539,2,10,1,1,476,12,ListaEspera
2025,28230625,2,10,1,1,474,13,ListaEspera
2025,100783253,2,10,1,1,469,14,ListaEspera
2025,28337186,2,10,1,1,467,15,ListaEspera
2025,28147296,2,10,1,1,467,16,ListaEspera
2025,28394378,2,10,1,1,467,17,ListaEspera
2025,28112544,2,10,1,1,466,18,ListaEspera
2025,28145083,2,10,1,1,460,19,ListaEspera
2025,100783052,2,10,1,1,460,20,ListaEspera
2025,28270168,2,10,1,1,451,21,ListaEspera
2025,28311699,2,10,1,1,296,22,ListaEspera
2025,28164071,2,10,1,1,28,23,ListaEspera
2025,28120874,2,10,1,1,19,24,ListaEspera
2025,28297230,2,10,1,1,19,25,ListaEspera
2025,28194797,2,10,1,1,13,26,ListaEspera
2025,27845543,3,11,1,1,3903,1,ListaPriorizados
2025,27888904,3,11,1,1,2195,2,ListaPriorizados
2025,28042998,3,11,1,1,548,3,ListaPriorizados
2025,27949350,3,11,1,1,503,4,ListaPriorizados
2025,28047374,3,11,1,1,494,5,ListaPriorizados
2025,100783102,3,11,1,1,487,6,ListaPriorizados
2025,27839374,3,11,1,1,485,7,ListaPriorizados
2025,27875637,3,11,1,1,485,8,ListaPriorizados
2025,28009396,3,11,1,1,485,9,ListaPriorizados
2025,27944138,3,11,1,1,478,10,ListaPriorizados
2025,27877397,3,11,1,1,478,11,ListaPriorizados
2025,28102741,3,11,1,1,476,12,ListaPriorizados
2025,27957144,3,11,1,1,474,13,ListaPriorizados
2025,27772075,3,11,1,1,474,14,ListaPriorizados
2025,27765911,3,11,1,1,469,15,ListaPriorizados
2025,27982386,3,11,1,1,467,16,ListaPriorizados
2025,27813641,3,11,1,1,467,17,ListaPriorizados
2025,27995778,3,11,1,1,467,18,ListaPriorizados
2025,27780791,3,11,1,1,467,19,ListaPriorizados
2025,27817115,3,11,1,1,467,20,ListaPriorizados
2025,27921485,3,11,1,1,466,21,ListaPriorizados
2025,27994180,3,11,1,1,465,22,ListaPriorizados
2025,27755967,3,11,1,1,465,23,ListaPriorizados
2025,100222830,3,11,1,1,460,24,ListaPriorizados
2025,100784975,3,11,1,1,460,25,ListaPriorizados
2025,27945766,3,11,1,1,458,26,ListaPriorizados
2025,27863539,3,11,1,1,456,27,ListaPriorizados
2025,27869113,3,11,1,1,451,28,ListaPriorizados
2025,28031460,3,11,1,1,31,29,ListaPriorizados
2025,27979132,3,11,1,1,28,30,ListaPriorizados
2025,27821814,3,11,1,1,19,31,ListaPriorizados
2025,27762584,3,11,1,1,10,32,ListaEspera
2025,28075793,3,11,1,1,10,33,ListaEspera
2025,27835847,3,11,1,1,10,34,ListaEspera
2025,27676210,4,12,1,1,2093,1,ListaPriorizados
2025,27542610,4,12,1,1,2080,2,ListaEspera
2025,27678410,4,12,1,1,494,3,ListaEspera
2025,27635609,4,12,1,1,490,4,ListaEspera
2025,100779969,4,12,1,1,487,5,ListaEspera
2025,27693912,4,12,1,1,485,6,ListaEspera
2025,27636433,4,12,1,1,485,7,ListaEspera
2025,27700462,4,12,1,1,485,8,ListaEspera
2025,27737355,4,12,1,1,483,9,ListaEspera
2025,27719781,4,12,1,1,478,10,ListaEspera
2025,27622833,4,12,1,1,476,11,ListaEspera
2025,100783254,4,12,1,1,469,12,ListaEspera
2025,27590849,4,12,1,1,467,13,ListaEspera
2025,27649510,4,12,1,1,467,14,ListaEspera
2025,27645903,4,12,1,1,458,15,ListaEspera
2025,27706870,4,12,1,1,456,16,ListaEspera
2025,27750309,4,12,1,1,456,17,ListaEspera
2025,28268404,4,12,1,1,98,18,ListaEspera
2025,27670729,4,12,1,1,41,19,ListaEspera
2025,27672124,4,12,1,1,30,20,ListaEspera
2025,27743476,4,12,1,1,19,21,ListaEspera
2025,27529246,4,12,1,1,12,22,ListaEspera
2025,28549760,4,12,1,1,10,23,ListaEspera
2025,28477385,1,13,1,1,476,1,ListaPriorizados
2025,28454559,1,13,1,1,476,2,ListaPriorizados
2025,28434086,1,13,1,1,467,3,ListaPriorizados
2025,28504534,1,13,1,1,10,4,ListaPriorizados
2025,28324954,2,14,1,1,2185,1,ListaPriorizados
2025,28376290,2,14,1,1,487,2,ListaPriorizados
2025,28125725,2,14,1,1,485,3,ListaPriorizados
2025,28307617,2,14,1,1,478,4,ListaPriorizados
2025,28351034,2,14,1,1,467,5,ListaPriorizados
2025,28167483,2,14,1,1,467,6,ListaPriorizados
2025,28155094,2,14,1,1,467,7,ListaPriorizados
2025,28164843,2,14,1,1,458,8,ListaPriorizados
2025,28378975,2,14,1,1,458,9,ListaPriorizados
2025,28216265,2,14,1,1,296,10,ListaEspera
2025,28151933,2,14,1,1,98,11,ListaEspera
2025,28154085,2,14,1,1,22,12,ListaEspera
2025,28233274,2,14,1,1,14,13,ListaEspera
2025,28369608,2,14,1,1,10,14,ListaEspera
2025,28010487,3,15,1,1,494,1,ListaPriorizados
2025,100747867,3,15,1,1,487,2,ListaPriorizados
2025,27970849,3,15,1,1,485,3,ListaPriorizados
2025,28067166,3,15,1,1,485,4,ListaPriorizados
2025,27760187,3,15,1,1,478,5,ListaPriorizados
2025,27570574,3,15,1,1,476,6,ListaPriorizados
2025,28040919,3,15,1,1,476,7,ListaPriorizados
2025,28053682,3,15,1,1,476,8,ListaPriorizados
2025,27922142,3,15,1,1,476,9,ListaPriorizados
2025,28032006,3,15,1,1,474,10,ListaPriorizados
2025,28049271,3,15,1,1,467,11,ListaPriorizados
2025,28013667,3,15,1,1,467,12,ListaPriorizados
2025,28068661,3,15,1,1,467,13,ListaPriorizados
2025,27811396,3,15,1,1,460,14,ListaPriorizados
2025,28073924,3,15,1,1,458,15,ListaPriorizados
2025,100783200,3,15,1,1,451,16,ListaPriorizados
2025,27912576,3,15,1,1,314,17,ListaPriorizados
2025,27957694,3,15,1,1,305,18,ListaPriorizados
2025,27970100,3,15,1,1,305,19,ListaPriorizados
2025,27777176,3,15,1,1,37,20,ListaPriorizados
2025,27880381,3,15,1,1,28,21,ListaPriorizados
2025,27800824,3,15,1,1,28,22,ListaPriorizados
2025,27870913,3,15,1,1,28,23,ListaEspera
2025,28002983,3,15,1,1,10,24,ListaEspera
2025,27922660,3,15,1,1,5,25,ListaEspera
2025,27684104,4,16,1,1,490,1,ListaEspera
2025,28160005,4,16,1,1,485,2,ListaEspera
2025,100739407,4,16,1,1,478,3,ListaEspera
2025,27616722,4,16,1,1,296,4,ListaEspera
2025,27707078,4,16,1,1,37,5,ListaEspera
2025,27688460,4,16,1,1,30,6,ListaEspera
2025,28534729,1,17,1,1,2089,1,ListaPriorizados
2025,28458322,1,17,1,1,485,2,ListaPriorizados
2025,27815867,1,17,1,1,485,3,ListaPriorizados
2025,28485459,1,17,1,1,478,4,ListaPriorizados
2025,28438758,1,17,1,1,476,5,ListaPriorizados
2025,28466789,1,17,1,1,476,6,ListaPriorizados
2025,28493124,1,17,1,1,469,7,ListaPriorizados
2025,28421286,1,17,1,1,469,8,ListaPriorizados
2025,28522612,1,17,1,1,467,9,ListaPriorizados
2025,28461922,1,17,1,1,467,10,ListaPriorizados
2025,28468074,1,17,1,1,458,11,ListaPriorizados
2025,28423943,1,17,1,1,39,12,ListaPriorizados
2025,28542927,1,17,1,1,37,13,ListaPriorizados
2025,28497782,1,17,1,1,30,14,ListaPriorizados
2025,28519547,1,17,1,1,28,15,ListaPriorizados
2025,28463759,1,17,1,1,19,16,ListaPriorizados
2025,28483497,1,17,1,1,19,17,ListaPriorizados
2025,28544759,1,17,1,1,10,18,ListaPriorizados
2025,28241910,2,18,1,1,2177,1,ListaPriorizados
2025,28344463,2,18,1,1,2107,2,ListaEspera
2025,28127757,2,18,1,1,494,3,ListaEspera
2025,28271959,2,18,1,1,485,4,ListaEspera
2025,28345788,2,18,1,1,485,5,ListaEspera
2025,28346645,2,18,1,1,476,6,ListaEspera
2025,28269709,2,18,1,1,476,7,ListaEspera
2025,100782989,2,18,1,1,469,8,ListaEspera
2025,28285952,2,18,1,1,467,9,ListaEspera
2025,28152997,2,18,1,1,467,10,ListaEspera
2025,28216226,2,18,1,1,467,11,ListaEspera
2025,28128430,2,18,1,1,467,12,ListaEspera
2025,28162764,2,18,1,1,467,13,ListaEspera
2025,28128919,2,18,1,1,467,14,ListaEspera
2025,28245759,2,18,1,1,460,15,ListaEspera
2025,28121093,2,18,1,1,197,16,ListaEspera
2025,28125108,2,18,1,1,37,17,ListaEspera
2025,28263397,2,18,1,1,28,18,ListaEspera
2025,28359116,2,18,1,1,23,19,ListaEspera
2025,28157216,2,18,1,1,19,20,ListaEspera
2025,28233878,2,18,1,1,19,21,ListaEspera
2025,28142273,2,18,1,1,19,22,ListaEspera
2025,28209241,2,18,1,1,19,23,ListaEspera
2025,28162965,2,18,1,1,13,24,ListaEspera
2025,28153968,2,18,1,1,13,25,ListaEspera
2025,28125092,2,18,1,1,10,26,ListaEspera
2025,28296763,2,18,1,1,10,27,ListaEspera
2025,28372104,2,18,1,1,10,28,ListaEspera
2025,27761057,3,19,1,1,3896,1,ListaPriorizados
2025,27879893,3,19,1,1,2195,2,ListaPriorizados
2025,27877424,3,19,1,1,548,3,ListaPriorizados
2025,27870688,3,19,1,1,494,4,ListaPriorizados
2025,27816067,3,19,1,1,485,5,ListaPriorizados
2025,27979241,3,19,1,1,485,6,ListaPriorizados
2025,100771374,3,19,1,1,478,7,ListaPriorizados
2025,100735981,3,19,1,1,478,8,ListaPriorizados
2025,27946991,3,19,1,1,478,9,ListaPriorizados
2025,27920367,3,19,1,1,478,10,ListaPriorizados
2025,27914401,3,19,1,1,476,11,ListaPriorizados
2025,27793955,3,19,1,1,476,12,ListaPriorizados
2025,28031272,3,19,1,1,476,13,ListaPriorizados
2025,27877574,3,19,1,1,474,14,ListaPriorizados
2025,28075040,3,19,1,1,469,15,ListaPriorizados
2025,28055284,3,19,1,1,467,16,ListaPriorizados
2025,27766552,3,19,1,1,467,17,ListaPriorizados
2025,27767285,3,19,1,1,467,18,ListaPriorizados
2025,27769424,3,19,1,1,467,19,ListaPriorizados
2025,27757686,3,19,1,1,467,20,ListaPriorizados
2025,28289760,3,19,1,1,467,21,ListaPriorizados
2025,28060320,3,19,1,1,467,22,ListaPriorizados
2025,28062212,3,19,1,1,467,23,ListaPriorizados
2025,27980419,3,19,1,1,467,24,ListaEspera
2025,27915404,3,19,1,1,467,25,ListaEspera
2025,27765003,3,19,1,1,466,26,ListaEspera
2025,27803603,3,19,1,1,466,27,ListaEspera
2025,28085589,3,19,1,1,465,28,ListaEspera
2025,28081418,3,19,1,1,460,29,ListaEspera
2025,41624281,3,19,1,1,460,30,ListaEspera
2025,100733602,3,19,1,1,460,31,ListaEspera
2025,28480148,3,19,1,1,460,32,ListaEspera
2025,27999316,3,19,1,1,460,33,ListaEspera
2025,100783441,3,19,1,1,460,34,ListaEspera
2025,27839187,3,19,1,1,458,35,ListaEspera
2025,27762218,3,19,1,1,458,36,ListaEspera
2025,27785025,3,19,1,1,458,37,ListaEspera
2025,100786572,3,19,1,1,451,38,ListaEspera
2025,100225090,3,19,1,1,451,39,ListaEspera
2025,27921460,3,19,1,1,305,40,ListaEspera
2025,28074036,3,19,1,1,296,41,ListaEspera
2025,27906001,3,19,1,1,46,42,ListaEspera
2025,27975642,3,19,1,1,39,43,ListaEspera
2025,28042032,3,19,1,1,32,44,ListaEspera
2025,27816205,3,19,1,1,31,45,ListaEspera
2025,28030388,3,19,1,1,30,46,ListaEspera
2025,27869323,3,19,1,1,14,47,ListaEspera
2025,27939655,3,19,1,1,10,48,ListaEspera
2025,27107440,3,19,1,1,10,49,ListaEspera
2025,28099460,3,19,1,1,10,50,ListaEspera
2025,27840869,3,19,1,1,10,51,ListaEspera
2025,27835411,3,19,1,1,3,52,ListaEspera
2025,27793632,3,19,1,1,3,53,ListaEspera
2025,27964756,3,19,1,1,1,54,ListaEspera
2025,28002799,3,19,1,1,1,55,ListaEspera
2025,27623855,4,20,1,1,3695,1,ListaPriorizados
2025,27568909,4,20,1,1,485,2,ListaEspera
2025,27752905,4,20,1,1,485,3,ListaEspera
2025,27571791,4,20,1,1,476,4,ListaEspera
2025,27707823,4,20,1,1,476,5,ListaEspera
