priority_profile,prioridad,a816,prioridad_garantizada,a811,num_prio,num_vul,tramo
5208,1,1,0,1,8,8,60
5207,1,1,0,1,8,8,70
5206,1,1,0,1,8,8,80
5205,1,1,0,1,8,8,90
5204,1,1,0,1,8,8,100
5203,1,1,0,1,8,8,101
5202,1,1,0,1,8,7,0
5201,1,1,0,1,8,7,40
5200,1,1,0,1,8,7,50
5199,1,1,0,1,8,7,60
5198,1,1,0,1,8,7,70
5197,1,1,0,1,8,7,80
5196,1,1,0,1,8,7,90
5195,1,1,0,1,8,7,100
5194,1,1,0,1,8,7,101
5193,1,1,0,1,8,6,0
5192,1,1,0,1,8,6,40
5191,1,1,0,1,8,6,50
5190,1,1,0,1,8,6,60
5189,1,1,0,1,8,6,70
5188,1,1,0,1,8,6,80
5187,1,1,0,1,8,6,90
5186,1,1,0,1,8,6,100
5185,1,1,0,1,8,6,101
5184,1,1,0,1,8,5,0
5183,1,1,0,1,8,5,40
5182,1,1,0,1,8,5,50
5181,1,1,0,1,8,5,60
5180,1,1,0,1,8,5,70
5179,1,1,0,1,8,5,80
5178,1,1,0,1,8,5,90
5177,1,1,0,1,8,5,100
5176,1,1,0,1,8,5,101
5175,1,1,0,1,8,4,0
5174,1,1,0,1,8,4,40
5173,1,1,0,1,8,4,50
5172,1,1,0,1,8,4,60
5171,1,1,0,1,8,4,70
5170,1,1,0,1,8,4,80
5169,1,1,0,1,8,4,90
5168,1,1,0,1,8,4,100
5167,1,1,0,1,8,4,101
5166,1,1,0,1,8,3,0
5165,1,1,0,1,8,3,40
5164,1,1,0,1,8,3,50
5163,1,1,0,1,8,3,60
5162,1,1,0,1,8,3,70
5161,1,1,0,1,8,3,80
5160,1,1,0,1,8,3,90
5159,1,1,0,1,8,3,100
5158,1,1,0,1,8,3,101
5157,1,1,0,1,8,2,0
5156,1,1,0,1,8,2,40
5155,1,1,0,1,8,2,50
5154,1,1,0,1,8,2,60
5153,1,1,0,1,8,2,70
5152,1,1,0,1,8,2,80
5151,1,1,0,1,8,2,90
5150,1,1,0,1,8,2,100
5149,1,1,0,1,8,2,101
5148,1,1,0,1,8,1,0
5147,1,1,0,1,8,1,40
5146,1,1,0,1,8,1,50
5145,1,1,0,1,8,1,60
5144,1,1,0,1,8,1,70
5143,1,1,0,1,8,1,80
5142,1,1,0,1,8,1,90
5141,1,1,0,1,8,1,100
5140,1,1,0,1,8,1,101
5139,1,1,0,1,8,0,0
5138,1,1,0,1,8,0,40
5137,1,1,0,1,8,0,50
5136,1,1,0,1,8,0,60
5135,1,1,0,1,8,0,70
5134,1,1,0,1,8,0,80
5133,1,1,0,1,8,0,90
5132,1,1,0,1,8,0,100
5131,1,1,0,1,8,0,101
5130,1,1,0,1,7,9,0
5129,1,1,0,1,7,9,40
5128,1,1,0,1,7,9,50
5127,1,1,0,1,7,9,60
5126,1,1,0,1,7,9,70
5125,1,1,0,1,7,9,80
5124,1,1,0,1,7,9,90
5123,1,1,0,1,7,9,100
5122,1,1,0,1,7,9,101
5121,1,1,0,1,7,8,0
5120,1,1,0,1,7,8,40
5119,1,1,0,1,7,8,50
5118,1,1,0,1,7,8,60
5117,1,1,0,1,7,8,70
5116,1,1,0,1,7,8,80
5115,1,1,0,1,7,8,90
5114,1,1,0,1,7,8,100
5113,1,1,0,1,7,8,101
5112,1,1,0,1,7,7,0
5111,1,1,0,1,7,7,40
5110,1,1,0,1,7,7,50
5109,1,1,0,1,7,7,60
5108,1,1,0,1,7,7,70
5107,1,1,0,1,7,7,80
5106,1,1,0,1,7,7,90
5105,1,1,0,1,7,7,100
5104,1,1,0,1,7,7,101
5103,1,1,0,1,7,6,0
5102,1,1,0,1,7,6,40
5101,1,1,0,1,7,6,50
5100,1,1,0,1,7,6,60
5099,1,1,0,1,7,6,70
5098,1,1,0,1,7,6,80
5097,1,1,0,1,7,6,90
5096,1,1,0,1,7,6,100
5095,1,1,0,1,7,6,101
5094,1,1,0,1,7,5,0
5093,1,1,0,1,7,5,40
5092,1,1,0,1,7,5,50
5091,1,1,0,1,7,5,60
5090,1,1,0,1,7,5,70
5089,1,1,0,1,7,5,80
5088,1,1,0,1,7,5,90
5087,1,1,0,1,7,5,100
5086,1,1,0,1,7,5,101
5085,1,1,0,1,7,4,0
5084,1,1,0,1,7,4,40
5083,1,1,0,1,7,4,50
5082,1,1,0,1,7,4,60
5081,1,1,0,1,7,4,70
5080,1,1,0,1,7,4,80
5079,1,1,0,1,7,4,90
5078,1,1,0,1,7,4,100
5077,1,1,0,1,7,4,101
5076,1,1,0,1,7,3,0
5075,1,1,0,1,7,3,40
5074,1,1,0,1,7,3,50
5073,1,1,0,1,7,3,60
5072,1,1,0,1,7,3,70
5071,1,1,0,1,7,3,80
5070,1,1,0,1,7,3,90
5069,1,1,0,1,7,3,100
5068,1,1,0,1,7,3,101
5067,1,1,0,1,7,2,0
5066,1,1,0,1,7,2,40
5065,1,1,0,1,7,2,50
5064,1,1,0,1,7,2,60
5063,1,1,0,1,7,2,70
5062,1,1,0,1,7,2,80
5061,1,1,0,1,7,2,90
5060,1,1,0,1,7,2,100
5059,1,1,0,1,7,2,101
5058,1,1,0,1,7,1,0
5057,1,1,0,1,7,1,40
5056,1,1,0,1,7,1,50
5055,1,1,0,1,7,1,60
5054,1,1,0,1,7,1,70
5053,1,1,0,1,7,1,80
5052,1,1,0,1,7,1,90
5051,1,1,0,1,7,1,100
5050,1,1,0,1,7,1,101
5049,1,1,0,1,7,0,0
5048,1,1,0,1,7,0,40
5047,1,1,0,1,7,0,50
5046,1,1,0,1,7,0,60
5045,1,1,0,1,7,0,70
5044,1,1,0,1,7,0,80
5043,1,1,0,1,7,0,90
5042,1,1,0,1,7,0,100
5041,1,1,0,1,7,0,101
5040,1,1,0,1,6,9,0
5039,1,1,0,1,6,9,40
5038,1,1,0,1,6,9,50
5037,1,1,0,1,6,9,60
5036,1,1,0,1,6,9,70
5035,1,1,0,1,6,9,80
5034,1,1,0,1,6,9,90
5033,1,1,0,1,6,9,100
5032,1,1,0,1,6,9,101
5031,1,1,0,1,6,8,0
5030,1,1,0,1,6,8,40
5029,1,1,0,1,6,8,50
5028,1,1,0,1,6,8,60
5027,1,1,0,1,6,8,70
5026,1,1,0,1,6,8,80
5025,1,1,0,1,6,8,90
5024,1,1,0,1,6,8,100
5023,1,1,0,1,6,8,101
5022,1,1,0,1,6,7,0
5021,1,1,0,1,6,7,40
5020,1,1,0,1,6,7,50
5019,1,1,0,1,6,7,60
5018,1,1,0,1,6,7,70
5017,1,1,0,1,6,7,80
5016,1,1,0,1,6,7,90
5015,1,1,0,1,6,7,100
5014,1,1,0,1,6,7,101
5013,1,1,0,1,6,6,0
5012,1,1,0,1,6,6,40
5011,1,1,0,1,6,6,50
5010,1,1,0,1,6,6,60
5009,1,1,0,1,6,6,70
5008,1,1,0,1,6,6,80
5007,1,1,0,1,6,6,90
5006,1,1,0,1,6,6,100
5005,1,1,0,1,6,6,101
5004,1,1,0,1,6,5,0
5003,1,1,0,1,6,5,40
5002,1,1,0,1,6,5,50
5001,1,1,0,1,6,5,60
5000,1,1,0,1,6,5,70
4999,1,1,0,1,6,5,80
4998,1,1,0,1,6,5,90
4997,1,1,0,1,6,5,100
4996,1,1,0,1,6,5,101
4995,1,1,0,1,6,4,0
4994,1,1,0,1,6,4,40
4993,1,1,0,1,6,4,50
4992,1,1,0,1,6,4,60
4991,1,1,0,1,6,4,70
4990,1,1,0,1,6,4,80
4989,1,1,0,1,6,4,90
4988,1,1,0,1,6,4,100
4987,1,1,0,1,6,4,101
4986,1,1,0,1,6,3,0
4985,1,1,0,1,6,3,40
4984,1,1,0,1,6,3,50
4983,1,1,0,1,6,3,60
4982,1,1,0,1,6,3,70
4981,1,1,0,1,6,3,80
4980,1,1,0,1,6,3,90
4979,1,1,0,1,6,3,100
4978,1,1,0,1,6,3,101
4977,1,1,0,1,6,2,0
4976,1,1,0,1,6,2,40
4975,1,1,0,1,6,2,50
4974,1,1,0,1,6,2,60
4973,1,1,0,1,6,2,70
4972,1,1,0,1,6,2,80
4971,1,1,0,1,6,2,90
4970,1,1,0,1,6,2,100
4969,1,1,0,1,6,2,101
4968,1,1,0,1,6,1,0
4967,1,1,0,1,6,1,40
4966,1,1,0,1,6,1,50
4965,1,1,0,1,6,1,60
4964,1,1,0,1,6,1,70
4963,1,1,0,1,6,1,80
4962,1,1,0,1,6,1,90
4961,1,1,0,1,6,1,100
4960,1,1,0,1,6,1,101
4959,1,1,0,1,6,0,0
4958,1,1,0,1,6,0,40
4957,1,1,0,1,6,0,50
4956,1,1,0,1,6,0,60
4955,1,1,0,1,6,0,70
4954,1,1,0,1,6,0,80
4953,1,1,0,1,6,0,90
4952,1,1,0,1,6,0,100
4951,1,1,0,1,6,0,101
4950,1,1,0,1,5,9,0
4949,1,1,0,1,5,9,40
4948,1,1,0,1,5,9,50
4947,1,1,0,1,5,9,60
4946,1,1,0,1,5,9,70
4945,1,1,0,1,5,9,80
4944,1,1,0,1,5,9,90
4943,1,1,0,1,5,9,100
4942,1,1,0,1,5,9,101
4941,1,1,0,1,5,8,0
4940,1,1,0,1,5,8,40
4939,1,1,0,1,5,8,50
4938,1,1,0,1,5,8,60
4937,1,1,0,1,5,8,70
4936,1,1,0,1,5,8,80
4935,1,1,0,1,5,8,90
4934,1,1,0,1,5,8,100
4933,1,1,0,1,5,8,101
4932,1,1,0,1,5,7,0
4931,1,1,0,1,5,7,40
4930,1,1,0,1,5,7,50
4929,1,1,0,1,5,7,60
4928,1,1,0,1,5,7,70
4927,1,1,0,1,5,7,80
4926,1,1,0,1,5,7,90
4925,1,1,0,1,5,7,100
4924,1,1,0,1,5,7,101
4923,1,1,0,1,5,6,0
4922,1,1,0,1,5,6,40
4921,1,1,0,1,5,6,50
4920,1,1,0,1,5,6,60
4919,1,1,0,1,5,6,70
4918,1,1,0,1,5,6,80
4917,1,1,0,1,5,6,90
4916,1,1,0,1,5,6,100
4915,1,1,0,1,5,6,101
4914,1,1,0,1,5,5,0
4913,1,1,0,1,5,5,40
4912,1,1,0,1,5,5,50
4911,1,1,0,1,5,5,60
4910,1,1,0,1,5,5,70
4909,1,1,0,1,5,5,80
4908,1,1,0,1,5,5,90
4907,1,1,0,1,5,5,100
4906,1,1,0,1,5,5,101
4905,1,1,0,1,5,4,0
4904,1,1,0,1,5,4,40
4903,1,1,0,1,5,4,50
4902,1,1,0,1,5,4,60
4901,1,1,0,1,5,4,70
4900,1,1,0,1,5,4,80
4899,1,1,0,1,5,4,90
4898,1,1,0,1,5,4,100
4897,1,1,0,1,5,4,101
4896,1,1,0,1,5,3,0
4895,1,1,0,1,5,3,40
4894,1,1,0,1,5,3,50
4893,1,1,0,1,5,3,60
4892,1,1,0,1,5,3,70
4891,1,1,0,1,5,3,80
4890,1,1,0,1,5,3,90
4889,1,1,0,1,5,3,100
4888,1,1,0,1,5,3,101
4887,1,1,0,1,5,2,0
4886,1,1,0,1,5,2,40
4885,1,1,0,1,5,2,50
4884,1,1,0,1,5,2,60
4883,1,1,0,1,5,2,70
4882,1,1,0,1,5,2,80
4881,1,1,0,1,5,2,90
4880,1,1,0,1,5,2,100
4879,1,1,0,1,5,2,101
4878,1,1,0,1,5,1,0
4877,1,1,0,1,5,1,40
4876,1,1,0,1,5,1,50
4875,1,1,0,1,5,1,60
4874,1,1,0,1,5,1,70
4873,1,1,0,1,5,1,80
4872,1,1,0,1,5,1,90
4871,1,1,0,1,5,1,100
4870,1,1,0,1,5,1,101
4869,1,1,0,1,5,0,0
4868,1,1,0,1,5,0,40
4867,1,1,0,1,5,0,50
4866,1,1,0,1,5,0,60
4865,1,1,0,1,5,0,70
4864,1,1,0,1,5,0,80
4863,1,1,0,1,5,0,90
4862,1,1,0,1,5,0,100
4861,1,1,0,1,5,0,101
4860,1,1,0,1,4,9,0
4859,1,1,0,1,4,9,40
4858,1,1,0,1,4,9,50
4857,1,1,0,1,4,9,60
4856,1,1,0,1,4,9,70
4855,1,1,0,1,4,9,80
4854,1,1,0,1,4,9,90
4853,1,1,0,1,4,9,100
4852,1,1,0,1,4,9,101
4851,1,1,0,1,4,8,0
4850,1,1,0,1,4,8,40
4849,1,1,0,1,4,8,50
4848,1,1,0,1,4,8,60
4847,1,1,0,1,4,8,70
4846,1,1,0,1,4,8,80
4845,1,1,0,1,4,8,90
4844,1,1,0,1,4,8,100
4843,1,1,0,1,4,8,101
4842,1,1,0,1,4,7,0
4841,1,1,0,1,4,7,40
4840,1,1,0,1,4,7,50
4839,1,1,0,1,4,7,60
4838,1,1,0,1,4,7,70
4837,1,1,0,1,4,7,80
4836,1,1,0,1,4,7,90
4835,1,1,0,1,4,7,100
4834,1,1,0,1,4,7,101
4833,1,1,0,1,4,6,0
4832,1,1,0,1,4,6,40
4831,1,1,0,1,4,6,50
4830,1,1,0,1,4,6,60
4829,1,1,0,1,4,6,70
4828,1,1,0,1,4,6,80
4827,1,1,0,1,4,6,90
4826,1,1,0,1,4,6,100
4825,1,1,0,1,4,6,101
4824,1,1,0,1,4,5,0
4823,1,1,0,1,4,5,40
4822,1,1,0,1,4,5,50
4821,1,1,0,1,4,5,60
4820,1,1,0,1,4,5,70
4819,1,1,0,1,4,5,80
4818,1,1,0,1,4,5,90
4817,1,1,0,1,4,5,100
4816,1,1,0,1,4,5,101
4815,1,1,0,1,4,4,0
4814,1,1,0,1,4,4,40
4813,1,1,0,1,4,4,50
4812,1,1,0,1,4,4,60
4811,1,1,0,1,4,4,70
4810,1,1,0,1,4,4,80
4809,1,1,0,1,4,4,90
4808,1,1,0,1,4,4,100
4807,1,1,0,1,4,4,101
4806,1,1,0,1,4,3,0
4805,1,1,0,1,4,3,40
4804,1,1,0,1,4,3,50
4803,1,1,0,1,4,3,60
4802,1,1,0,1,4,3,70
4801,1,1,0,1,4,3,80
4800,1,1,0,1,4,3,90
4799,1,1,0,1,4,3,100
4798,1,1,0,1,4,3,101
4797,1,1,0,1,4,2,0
4796,1,1,0,1,4,2,40
4795,1,1,0,1,4,2,50
4794,1,1,0,1,4,2,60
4793,1,1,0,1,4,2,70
4792,1,1,0,1,4,2,80
4791,1,1,0,1,4,2,90
4790,1,1,0,1,4,2,100
4789,1,1,0,1,4,2,101
4788,1,1,0,1,4,1,0
4787,1,1,0,1,4,1,40
4786,1,1,0,1,4,1,50
4785,1,1,0,1,4,1,60
4784,1,1,0,1,4,1,70
4783,1,1,0,1,4,1,80
4782,1,1,0,1,4,1,90
4781,1,1,0,1,4,1,100
4780,1,1,0,1,4,1,101
4779,1,1,0,1,4,0,0
4778,1,1,0,1,4,0,40
4777,1,1,0,1,4,0,50
4776,1,1,0,1,4,0,60
4775,1,1,0,1,4,0,70
4774,1,1,0,1,4,0,80
4773,1,1,0,1,4,0,90
4772,1,1,0,1,4,0,100
4771,1,1,0,1,4,0,101
4770,1,1,0,1,3,9,0
4769,1,1,0,1,3,9,40
4768,1,1,0,1,3,9,50
4767,1,1,0,1,3,9,60
4766,1,1,0,1,3,9,70
4765,1,1,0,1,3,9,80
4764,1,1,0,1,3,9,90
4763,1,1,0,1,3,9,100
4762,1,1,0,1,3,9,101
4761,1,1,0,1,3,8,0
4760,1,1,0,1,3,8,40
4759,1,1,0,1,3,8,50
4758,1,1,0,1,3,8,60
4757,1,1,0,1,3,8,70
4756,1,1,0,1,3,8,80
4755,1,1,0,1,3,8,90
4754,1,1,0,1,3,8,100
4753,1,1,0,1,3,8,101
4752,1,1,0,1,3,7,0
4751,1,1,0,1,3,7,40
4750,1,1,0,1,3,7,50
4749,1,1,0,1,3,7,60
4748,1,1,0,1,3,7,70
4747,1,1,0,1,3,7,80
4746,1,1,0,1,3,7,90
4745,1,1,0,1,3,7,100
4744,1,1,0,1,3,7,101
4743,1,1,0,1,3,6,0
4742,1,1,0,1,3,6,40
4741,1,1,0,1,3,6,50
4740,1,1,0,1,3,6,60
4739,1,1,0,1,3,6,70
4738,1,1,0,1,3,6,80
4737,1,1,0,1,3,6,90
4736,1,1,0,1,3,6,100
4735,1,1,0,1,3,6,101
4734,1,1,0,1,3,5,0
4733,1,1,0,1,3,5,40
4732,1,1,0,1,3,5,50
4731,1,1,0,1,3,5,60
4730,1,1,0,1,3,5,70
4729,1,1,0,1,3,5,80
4728,1,1,0,1,3,5,90
4727,1,1,0,1,3,5,100
4726,1,1,0,1,3,5,101
4725,1,1,0,1,3,4,0
4724,1,1,0,1,3,4,40
4723,1,1,0,1,3,4,50
4722,1,1,0,1,3,4,60
4721,1,1,0,1,3,4,70
4720,1,1,0,1,3,4,80
4719,1,1,0,1,3,4,90
4718,1,1,0,1,3,4,100
4717,1,1,0,1,3,4,101
4716,1,1,0,1,3,3,0
4715,1,1,0,1,3,3,40
4714,1,1,0,1,3,3,50
4713,1,1,0,1,3,3,60
4712,1,1,0,1,3,3,70
4711,1,1,0,1,3,3,80
4710,1,1,0,1,3,3,90
4709,1,1,0,1,3,3,100
4708,1,1,0,1,3,3,101
4707,1,1,0,1,3,2,0
4706,1,1,0,1,3,2,40
4705,1,1,0,1,3,2,50
4704,1,1,0,1,3,2,60
4703,1,1,0,1,3,2,70
4702,1,1,0,1,3,2,80
4701,1,1,0,1,3,2,90
4700,1,1,0,1,3,2,100
4699,1,1,0,1,3,2,101
4698,1,1,0,1,3,1,0
4697,1,1,0,1,3,1,40
4696,1,1,0,1,3,1,50
4695,1,1,0,1,3,1,60
4694,1,1,0,1,3,1,70
4693,1,1,0,1,3,1,80
4692,1,1,0,1,3,1,90
4691,1,1,0,1,3,1,100
4690,1,1,0,1,3,1,101
4689,1,1,0,1,3,0,0
4688,1,1,0,1,3,0,40
4687,1,1,0,1,3,0,50
4686,1,1,0,1,3,0,60
4685,1,1,0,1,3,0,70
4684,1,1,0,1,3,0,80
4683,1,1,0,1,3,0,90
4682,1,1,0,1,3,0,100
4681,1,1,0,1,3,0,101
4680,1,1,0,1,2,9,0
4679,1,1,0,1,2,9,40
4678,1,1,0,1,2,9,50
4677,1,1,0,1,2,9,60
4676,1,1,0,1,2,9,70
4675,1,1,0,1,2,9,80
4674,1,1,0,1,2,9,90
4673,1,1,0,1,2,9,100
4672,1,1,0,1,2,9,101
4671,1,1,0,1,2,8,0
4670,1,1,0,1,2,8,40
4669,1,1,0,1,2,8,50
4668,1,1,0,1,2,8,60
4667,1,1,0,1,2,8,70
4666,1,1,0,1,2,8,80
4665,1,1,0,1,2,8,90
4664,1,1,0,1,2,8,100
4663,1,1,0,1,2,8,101
4662,1,1,0,1,2,7,0
4661,1,1,0,1,2,7,40
4660,1,1,0,1,2,7,50
4659,1,1,0,1,2,7,60
4658,1,1,0,1,2,7,70
4657,1,1,0,1,2,7,80
4656,1,1,0,1,2,7,90
4655,1,1,0,1,2,7,100
4654,1,1,0,1,2,7,101
4653,1,1,0,1,2,6,0
4652,1,1,0,1,2,6,40
4651,1,1,0,1,2,6,50
4650,1,1,0,1,2,6,60
4649,1,1,0,1,2,6,70
4648,1,1,0,1,2,6,80
4647,1,1,0,1,2,6,90
4646,1,1,0,1,2,6,100
4645,1,1,0,1,2,6,101
4644,1,1,0,1,2,5,0
4643,1,1,0,1,2,5,40
4642,1,1,0,1,2,5,50
4641,1,1,0,1,2,5,60
4640,1,1,0,1,2,5,70
4639,1,1,0,1,2,5,80
4638,1,1,0,1,2,5,90
4637,1,1,0,1,2,5,100
4636,1,1,0,1,2,5,101
4635,1,1,0,1,2,4,0
4634,1,1,0,1,2,4,40
4633,1,1,0,1,2,4,50
4632,1,1,0,1,2,4,60
4631,1,1,0,1,2,4,70
4630,1,1,0,1,2,4,80
4629,1,1,0,1,2,4,90
4628,1,1,0,1,2,4,100
4627,1,1,0,1,2,4,101
4626,1,1,0,1,2,3,0
4625,1,1,0,1,2,3,40
4624,1,1,0,1,2,3,50
4623,1,1,0,1,2,3,60
4622,1,1,0,1,2,3,70
4621,1,1,0,1,2,3,80
4620,1,1,0,1,2,3,90
4619,1,1,0,1,2,3,100
4618,1,1,0,1,2,3,101
4617,1,1,0,1,2,2,0
4616,1,1,0,1,2,2,40
4615,1,1,0,1,2,2,50
4614,1,1,0,1,2,2,60
4613,1,1,0,1,2,2,70
4612,1,1,0,1,2,2,80
4611,1,1,0,1,2,2,90
4610,1,1,0,1,2,2,100
4609,1,1,0,1,2,2,101
4608,1,1,0,1,2,1,0
4607,1,1,0,1,2,1,40
4606,1,1,0,1,2,1,50
4605,1,1,0,1,2,1,60
4604,1,1,0,1,2,1,70
4603,1,1,0,1,2,1,80
4602,1,1,0,1,2,1,90
4601,1,1,0,1,2,1,100
4600,1,1,0,1,2,1,101
4599,1,1,0,1,2,0,0
4598,1,1,0,1,2,0,40
4597,1,1,0,1,2,0,50
4596,1,1,0,1,2,0,60
4595,1,1,0,1,2,0,70
4594,1,1,0,1,2,0,80
4593,1,1,0,1,2,0,90
4592,1,1,0,1,2,0,100
4591,1,1,0,1,2,0,101
4590,1,1,0,1,1,9,0
4589,1,1,0,1,1,9,40
4588,1,1,0,1,1,9,50
4587,1,1,0,1,1,9,60
4586,1,1,0,1,1,9,70
4585,1,1,0,1,1,9,80
4584,1,1,0,1,1,9,90
4583,1,1,0,1,1,9,100
4582,1,1,0,1,1,9,101
4581,1,1,0,1,1,8,0
4580,1,1,0,1,1,8,40
4579,1,1,0,1,1,8,50
4578,1,1,0,1,1,8,60
4577,1,1,0,1,1,8,70
4576,1,1,0,1,1,8,80
4575,1,1,0,1,1,8,90
4574,1,1,0,1,1,8,100
4573,1,1,0,1,1,8,101
4572,1,1,0,1,1,7,0
4571,1,1,0,1,1,7,40
4570,1,1,0,1,1,7,50
4569,1,1,0,1,1,7,60
4568,1,1,0,1,1,7,70
4567,1,1,0,1,1,7,80
4566,1,1,0,1,1,7,90
4565,1,1,0,1,1,7,100
4564,1,1,0,1,1,7,101
4563,1,1,0,1,1,6,0
4562,1,1,0,1,1,6,40
4561,1,1,0,1,1,6,50
4560,1,1,0,1,1,6,60
4559,1,1,0,1,1,6,70
4558,1,1,0,1,1,6,80
4557,1,1,0,1,1,6,90
4556,1,1,0,1,1,6,100
4555,1,1,0,1,1,6,101
4554,1,1,0,1,1,5,0
4553,1,1,0,1,1,5,40
4552,1,1,0,1,1,5,50
4551,1,1,0,1,1,5,60
4550,1,1,0,1,1,5,70
4549,1,1,0,1,1,5,80
4548,1,1,0,1,1,5,90
4547,1,1,0,1,1,5,100
4546,1,1,0,1,1,5,101
4545,1,1,0,1,1,4,0
4544,1,1,0,1,1,4,40
4543,1,1,0,1,1,4,50
4542,1,1,0,1,1,4,60
4541,1,1,0,1,1,4,70
4540,1,1,0,1,1,4,80
4539,1,1,0,1,1,4,90
4538,1,1,0,1,1,4,100
4537,1,1,0,1,1,4,101
4536,1,1,0,1,1,3,0
4535,1,1,0,1,1,3,40
4534,1,1,0,1,1,3,50
4533,1,1,0,1,1,3,60
4532,1,1,0,1,1,3,70
4531,1,1,0,1,1,3,80
4530,1,1,0,1,1,3,90
4529,1,1,0,1,1,3,100
4528,1,1,0,1,1,3,101
4527,1,1,0,1,1,2,0
4526,1,1,0,1,1,2,40
4525,1,1,0,1,1,2,50
4524,1,1,0,1,1,2,60
4523,1,1,0,1,1,2,70
4522,1,1,0,1,1,2,80
4521,1,1,0,1,1,2,90
4520,1,1,0,1,1,2,100
4519,1,1,0,1,1,2,101
4518,1,1,0,1,1,1,0
4517,1,1,0,1,1,1,40
4516,1,1,0,1,1,1,50
4515,1,1,0,1,1,1,60
4514,1,1,0,1,1,1,70
4513,1,1,0,1,1,1,80
4512,1,1,0,1,1,1,90
4511,1,1,0,1,1,1,100
4510,1,1,0,1,1,1,101
4509,1,1,0,1,1,0,0
4508,1,1,0,1,1,0,40
4507,1,1,0,1,1,0,50
4506,1,1,0,1,1,0,60
4505,1,1,0,1,1,0,70
4504,1,1,0,1,1,0,80
4503,1,1,0,1,1,0,90
4502,1,1,0,1,1,0,100
4501,1,1,0,1,1,0,101
4500,1,1,0,1,0,9,0
4499,1,1,0,1,0,9,40
4498,1,1,0,1,0,9,50
4497,1,1,0,1,0,9,60
4496,1,1,0,1,0,9,70
4495,1,1,0,1,0,9,80
4494,1,1,0,1,0,9,90
4493,1,1,0,1,0,9,100
4492,1,1,0,1,0,9,101
4491,1,1,0,1,0,8,0
4490,1,1,0,1,0,8,40
4489,1,1,0,1,0,8,50
4488,1,1,0,1,0,8,60
4487,1,1,0,1,0,8,70
4486,1,1,0,1,0,8,80
4485,1,1,0,1,0,8,90
4484,1,1,0,1,0,8,100
4483,1,1,0,1,0,8,101
4482,1,1,0,1,0,7,0
4481,1,1,0,1,0,7,40
4480,1,1,0,1,0,7,50
4479,1,1,0,1,0,7,60
4478,1,1,0,1,0,7,70
4477,1,1,0,1,0,7,80
4476,1,1,0,1,0,7,90
4475,1,1,0,1,0,7,100
4474,1,1,0,1,0,7,101
4473,1,1,0,1,0,6,0
4472,1,1,0,1,0,6,40
4471,1,1,0,1,0,6,50
4470,1,1,0,1,0,6,60
4469,1,1,0,1,0,6,70
4468,1,1,0,1,0,6,80
4467,1,1,0,1,0,6,90
4466,1,1,0,1,0,6,100
4465,1,1,0,1,0,6,101
4464,1,1,0,1,0,5,0
4463,1,1,0,1,0,5,40
4462,1,1,0,1,0,5,50
4461,1,1,0,1,0,5,60
4460,1,1,0,1,0,5,70
4459,1,1,0,1,0,5,80
4458,1,1,0,1,0,5,90
4457,1,1,0,1,0,5,100
4456,1,1,0,1,0,5,101
4455,1,1,0,1,0,4,0
4454,1,1,0,1,0,4,40
4453,1,1,0,1,0,4,50
4452,1,1,0,1,0,4,60
4451,1,1,0,1,0,4,70
4450,1,1,0,1,0,4,80
4449,1,1,0,1,0,4,90
4448,1,1,0,1,0,4,100
4447,1,1,0,1,0,4,101
4446,1,1,0,1,0,3,0
4445,1,1,0,1,0,3,40
4444,1,1,0,1,0,3,50
4443,1,1,0,1,0,3,60
4442,1,1,0,1,0,3,70
4441,1,1,0,1,0,3,80
4440,1,1,0,1,0,3,90
4439,1,1,0,1,0,3,100
4438,1,1,0,1,0,3,101
4437,1,1,0,1,0,2,0
4436,1,1,0,1,0,2,40
4435,1,1,0,1,0,2,50
4434,1,1,0,1,0,2,60
4433,1,1,0,1,0,2,70
4432,1,1,0,1,0,2,80
4431,1,1,0,1,0,2,90
4430,1,1,0,1,0,2,100
4429,1,1,0,1,0,2,101
4428,1,1,0,1,0,1,0
4427,1,1,0,1,0,1,40
4426,1,1,0,1,0,1,50
4425,1,1,0,1,0,1,60
4424,1,1,0,1,0,1,70
4423,1,1,0,1,0,1,80
4422,1,1,0,1,0,1,90
4421,1,1,0,1,0,1,100
4420,1,1,0,1,0,1,101
4419,1,1,0,1,0,0,0
4418,1,1,0,1,0,0,40
4417,1,1,0,1,0,0,50
4416,1,1,0,1,0,0,60
4415,1,1,0,1,0,0,70
4414,1,1,0,1,0,0,80
4413,1,1,0,1,0,0,90
4412,1,1,0,1,0,0,100
4411,1,1,0,1,0,0,101
4410,1,1,0,0,8,9,0
4409,1,1,0,0,8,9,40
4408,1,1,0,0,8,9,50
4407,1,1,0,0,8,9,60
4406,1,1,0,0,8,9,70
4405,1,1,0,0,8,9,80
4404,1,1,0,0,8,9,90
4403,1,1,0,0,8,9,100
4402,1,1,0,0,8,9,101
4401,1,1,0,0,8,8,0
4400,1,1,0,0,8,8,40
4399,1,1,0,0,8,8,50
4398,1,1,0,0,8,8,60
4397,1,1,0,0,8,8,70
4396,1,1,0,0,8,8,80
4395,1,1,0,0,8,8,90
4394,1,1,0,0,8,8,100
4393,1,1,0,0,8,8,101
4392,1,1,0,0,8,7,0
4391,1,1,0,0,8,7,40
4390,1,1,0,0,8,7,50
4389,1,1,0,0,8,7,60
4388,1,1,0,0,8,7,70
