priority_profile,prioridad,a816,prioridad_garantizada,a811,num_prio,num_vul,tramo
6029,1,1,1,0,8,9,40
6028,1,1,1,0,8,9,50
6027,1,1,1,0,8,9,60
6026,1,1,1,0,8,9,70
6025,1,1,1,0,8,9,80
6024,1,1,1,0,8,9,90
6023,1,1,1,0,8,9,100
6022,1,1,1,0,8,9,101
6021,1,1,1,0,8,8,0
6020,1,1,1,0,8,8,40
6019,1,1,1,0,8,8,50
6018,1,1,1,0,8,8,60
6017,1,1,1,0,8,8,70
6016,1,1,1,0,8,8,80
6015,1,1,1,0,8,8,90
6014,1,1,1,0,8,8,100
6013,1,1,1,0,8,8,101
6012,1,1,1,0,8,7,0
6011,1,1,1,0,8,7,40
6010,1,1,1,0,8,7,50
6009,1,1,1,0,8,7,60
6008,1,1,1,0,8,7,70
6007,1,1,1,0,8,7,80
6006,1,1,1,0,8,7,90
6005,1,1,1,0,8,7,100
6004,1,1,1,0,8,7,101
6003,1,1,1,0,8,6,0
6002,1,1,1,0,8,6,40
6001,1,1,1,0,8,6,50
6000,1,1,1,0,8,6,60
5999,1,1,1,0,8,6,70
5998,1,1,1,0,8,6,80
5997,1,1,1,0,8,6,90
5996,1,1,1,0,8,6,100
5995,1,1,1,0,8,6,101
5994,1,1,1,0,8,5,0
5993,1,1,1,0,8,5,40
5992,1,1,1,0,8,5,50
5991,1,1,1,0,8,5,60
5990,1,1,1,0,8,5,70
5989,1,1,1,0,8,5,80
5988,1,1,1,0,8,5,90
5987,1,1,1,0,8,5,100
5986,1,1,1,0,8,5,101
5985,1,1,1,0,8,4,0
5984,1,1,1,0,8,4,40
5983,1,1,1,0,8,4,50
5982,1,1,1,0,8,4,60
5981,1,1,1,0,8,4,70
5980,1,1,1,0,8,4,80
5979,1,1,1,0,8,4,90
5978,1,1,1,0,8,4,100
5977,1,1,1,0,8,4,101
5976,1,1,1,0,8,3,0
5975,1,1,1,0,8,3,40
5974,1,1,1,0,8,3,50
5973,1,1,1,0,8,3,60
5972,1,1,1,0,8,3,70
5971,1,1,1,0,8,3,80
5970,1,1,1,0,8,3,90
5969,1,1,1,0,8,3,100
5968,1,1,1,0,8,3,101
5967,1,1,1,0,8,2,0
5966,1,1,1,0,8,2,40
5965,1,1,1,0,8,2,50
5964,1,1,1,0,8,2,60
5963,1,1,1,0,8,2,70
5962,1,1,1,0,8,2,80
5961,1,1,1,0,8,2,90
5960,1,1,1,0,8,2,100
5959,1,1,1,0,8,2,101
5958,1,1,1,0,8,1,0
5957,1,1,1,0,8,1,40
5956,1,1,1,0,8,1,50
5955,1,1,1,0,8,1,60
5954,1,1,1,0,8,1,70
5953,1,1,1,0,8,1,80
5952,1,1,1,0,8,1,90
5951,1,1,1,0,8,1,100
5950,1,1,1,0,8,1,101
5949,1,1,1,0,8,0,0
5948,1,1,1,0,8,0,40
5947,1,1,1,0,8,0,50
5946,1,1,1,0,8,0,60
5945,1,1,1,0,8,0,70
5944,1,1,1,0,8,0,80
5943,1,1,1,0,8,0,90
5942,1,1,1,0,8,0,100
5941,1,1,1,0,8,0,101
5940,1,1,1,0,7,9,0
5939,1,1,1,0,7,9,40
5938,1,1,1,0,7,9,50
5937,1,1,1,0,7,9,60
5936,1,1,1,0,7,9,70
5935,1,1,1,0,7,9,80
5934,1,1,1,0,7,9,90
5933,1,1,1,0,7,9,100
5932,1,1,1,0,7,9,101
5931,1,1,1,0,7,8,0
5930,1,1,1,0,7,8,40
5929,1,1,1,0,7,8,50
5928,1,1,1,0,7,8,60
5927,1,1,1,0,7,8,70
5926,1,1,1,0,7,8,80
5925,1,1,1,0,7,8,90
5924,1,1,1,0,7,8,100
5923,1,1,1,0,7,8,101
5922,1,1,1,0,7,7,0
5921,1,1,1,0,7,7,40
5920,1,1,1,0,7,7,50
5919,1,1,1,0,7,7,60
5918,1,1,1,0,7,7,70
5917,1,1,1,0,7,7,80
5916,1,1,1,0,7,7,90
5915,1,1,1,0,7,7,100
5914,1,1,1,0,7,7,101
5913,1,1,1,0,7,6,0
5912,1,1,1,0,7,6,40
5911,1,1,1,0,7,6,50
5910,1,1,1,0,7,6,60
5909,1,1,1,0,7,6,70
5908,1,1,1,0,7,6,80
5907,1,1,1,0,7,6,90
5906,1,1,1,0,7,6,100
5905,1,1,1,0,7,6,101
5904,1,1,1,0,7,5,0
5903,1,1,1,0,7,5,40
5902,1,1,1,0,7,5,50
5901,1,1,1,0,7,5,60
5900,1,1,1,0,7,5,70
5899,1,1,1,0,7,5,80
5898,1,1,1,0,7,5,90
5897,1,1,1,0,7,5,100
5896,1,1,1,0,7,5,101
5895,1,1,1,0,7,4,0
5894,1,1,1,0,7,4,40
5893,1,1,1,0,7,4,50
5892,1,1,1,0,7,4,60
5891,1,1,1,0,7,4,70
5890,1,1,1,0,7,4,80
5889,1,1,1,0,7,4,90
5888,1,1,1,0,7,4,100
5887,1,1,1,0,7,4,101
5886,1,1,1,0,7,3,0
5885,1,1,1,0,7,3,40
5884,1,1,1,0,7,3,50
5883,1,1,1,0,7,3,60
5882,1,1,1,0,7,3,70
5881,1,1,1,0,7,3,80
5880,1,1,1,0,7,3,90
5879,1,1,1,0,7,3,100
5878,1,1,1,0,7,3,101
5877,1,1,1,0,7,2,0
5876,1,1,1,0,7,2,40
5875,1,1,1,0,7,2,50
5874,1,1,1,0,7,2,60
5873,1,1,1,0,7,2,70
5872,1,1,1,0,7,2,80
5871,1,1,1,0,7,2,90
5870,1,1,1,0,7,2,100
5869,1,1,1,0,7,2,101
5868,1,1,1,0,7,1,0
5867,1,1,1,0,7,1,40
5866,1,1,1,0,7,1,50
5865,1,1,1,0,7,1,60
5864,1,1,1,0,7,1,70
5863,1,1,1,0,7,1,80
5862,1,1,1,0,7,1,90
5861,1,1,1,0,7,1,100
5860,1,1,1,0,7,1,101
5859,1,1,1,0,7,0,0
5858,1,1,1,0,7,0,40
5857,1,1,1,0,7,0,50
5856,1,1,1,0,7,0,60
5855,1,1,1,0,7,0,70
5854,1,1,1,0,7,0,80
5853,1,1,1,0,7,0,90
5852,1,1,1,0,7,0,100
5851,1,1,1,0,7,0,101
5850,1,1,1,0,6,9,0
5849,1,1,1,0,6,9,40
5848,1,1,1,0,6,9,50
5847,1,1,1,0,6,9,60
5846,1,1,1,0,6,9,70
5845,1,1,1,0,6,9,80
5844,1,1,1,0,6,9,90
5843,1,1,1,0,6,9,100
5842,1,1,1,0,6,9,101
5841,1,1,1,0,6,8,0
5840,1,1,1,0,6,8,40
5839,1,1,1,0,6,8,50
5838,1,1,1,0,6,8,60
5837,1,1,1,0,6,8,70
5836,1,1,1,0,6,8,80
5835,1,1,1,0,6,8,90
5834,1,1,1,0,6,8,100
5833,1,1,1,0,6,8,101
5832,1,1,1,0,6,7,0
5831,1,1,1,0,6,7,40
5830,1,1,1,0,6,7,50
5829,1,1,1,0,6,7,60
5828,1,1,1,0,6,7,70
5827,1,1,1,0,6,7,80
5826,1,1,1,0,6,7,90
5825,1,1,1,0,6,7,100
5824,1,1,1,0,6,7,101
5823,1,1,1,0,6,6,0
5822,1,1,1,0,6,6,40
5821,1,1,1,0,6,6,50
5820,1,1,1,0,6,6,60
5819,1,1,1,0,6,6,70
5818,1,1,1,0,6,6,80
5817,1,1,1,0,6,6,90
5816,1,1,1,0,6,6,100
5815,1,1,1,0,6,6,101
5814,1,1,1,0,6,5,0
5813,1,1,1,0,6,5,40
5812,1,1,1,0,6,5,50
5811,1,1,1,0,6,5,60
5810,1,1,1,0,6,5,70
5809,1,1,1,0,6,5,80
5808,1,1,1,0,6,5,90
5807,1,1,1,0,6,5,100
5806,1,1,1,0,6,5,101
5805,1,1,1,0,6,4,0
5804,1,1,1,0,6,4,40
5803,1,1,1,0,6,4,50
5802,1,1,1,0,6,4,60
5801,1,1,1,0,6,4,70
5800,1,1,1,0,6,4,80
5799,1,1,1,0,6,4,90
5798,1,1,1,0,6,4,100
5797,1,1,1,0,6,4,101
5796,1,1,1,0,6,3,0
5795,1,1,1,0,6,3,40
5794,1,1,1,0,6,3,50
5793,1,1,1,0,6,3,60
5792,1,1,1,0,6,3,70
5791,1,1,1,0,6,3,80
5790,1,1,1,0,6,3,90
5789,1,1,1,0,6,3,100
5788,1,1,1,0,6,3,101
5787,1,1,1,0,6,2,0
5786,1,1,1,0,6,2,40
5785,1,1,1,0,6,2,50
5784,1,1,1,0,6,2,60
5783,1,1,1,0,6,2,70
5782,1,1,1,0,6,2,80
5781,1,1,1,0,6,2,90
5780,1,1,1,0,6,2,100
5779,1,1,1,0,6,2,101
5778,1,1,1,0,6,1,0
5777,1,1,1,0,6,1,40
5776,1,1,1,0,6,1,50
5775,1,1,1,0,6,1,60
5774,1,1,1,0,6,1,70
5773,1,1,1,0,6,1,80
5772,1,1,1,0,6,1,90
5771,1,1,1,0,6,1,100
5770,1,1,1,0,6,1,101
5769,1,1,1,0,6,0,0
5768,1,1,1,0,6,0,40
5767,1,1,1,0,6,0,50
5766,1,1,1,0,6,0,60
5765,1,1,1,0,6,0,70
5764,1,1,1,0,6,0,80
5763,1,1,1,0,6,0,90
5762,1,1,1,0,6,0,100
5761,1,1,1,0,6,0,101
5760,1,1,1,0,5,9,0
5759,1,1,1,0,5,9,40
5758,1,1,1,0,5,9,50
5757,1,1,1,0,5,9,60
5756,1,1,1,0,5,9,70
5755,1,1,1,0,5,9,80
5754,1,1,1,0,5,9,90
5753,1,1,1,0,5,9,100
5752,1,1,1,0,5,9,101
5751,1,1,1,0,5,8,0
5750,1,1,1,0,5,8,40
5749,1,1,1,0,5,8,50
5748,1,1,1,0,5,8,60
5747,1,1,1,0,5,8,70
5746,1,1,1,0,5,8,80
5745,1,1,1,0,5,8,90
5744,1,1,1,0,5,8,100
5743,1,1,1,0,5,8,101
5742,1,1,1,0,5,7,0
5741,1,1,1,0,5,7,40
5740,1,1,1,0,5,7,50
5739,1,1,1,0,5,7,60
5738,1,1,1,0,5,7,70
5737,1,1,1,0,5,7,80
5736,1,1,1,0,5,7,90
5735,1,1,1,0,5,7,100
5734,1,1,1,0,5,7,101
5733,1,1,1,0,5,6,0
5732,1,1,1,0,5,6,40
5731,1,1,1,0,5,6,50
5730,1,1,1,0,5,6,60
5729,1,1,1,0,5,6,70
5728,1,1,1,0,5,6,80
5727,1,1,1,0,5,6,90
5726,1,1,1,0,5,6,100
5725,1,1,1,0,5,6,101
5724,1,1,1,0,5,5,0
5723,1,1,1,0,5,5,40
5722,1,1,1,0,5,5,50
5721,1,1,1,0,5,5,60
5720,1,1,1,0,5,5,70
5719,1,1,1,0,5,5,80
5718,1,1,1,0,5,5,90
5717,1,1,1,0,5,5,100
5716,1,1,1,0,5,5,101
5715,1,1,1,0,5,4,0
5714,1,1,1,0,5,4,40
5713,1,1,1,0,5,4,50
5712,1,1,1,0,5,4,60
5711,1,1,1,0,5,4,70
5710,1,1,1,0,5,4,80
5709,1,1,1,0,5,4,90
5708,1,1,1,0,5,4,100
5707,1,1,1,0,5,4,101
5706,1,1,1,0,5,3,0
5705,1,1,1,0,5,3,40
5704,1,1,1,0,5,3,50
5703,1,1,1,0,5,3,60
5702,1,1,1,0,5,3,70
5701,1,1,1,0,5,3,80
5700,1,1,1,0,5,3,90
5699,1,1,1,0,5,3,100
5698,1,1,1,0,5,3,101
5697,1,1,1,0,5,2,0
5696,1,1,1,0,5,2,40
5695,1,1,1,0,5,2,50
5694,1,1,1,0,5,2,60
5693,1,1,1,0,5,2,70
5692,1,1,1,0,5,2,80
5691,1,1,1,0,5,2,90
5690,1,1,1,0,5,2,100
5689,1,1,1,0,5,2,101
5688,1,1,1,0,5,1,0
5687,1,1,1,0,5,1,40
5686,1,1,1,0,5,1,50
5685,1,1,1,0,5,1,60
5684,1,1,1,0,5,1,70
5683,1,1,1,0,5,1,80
5682,1,1,1,0,5,1,90
5681,1,1,1,0,5,1,100
5680,1,1,1,0,5,1,101
5679,1,1,1,0,5,0,0
5678,1,1,1,0,5,0,40
5677,1,1,1,0,5,0,50
5676,1,1,1,0,5,0,60
5675,1,1,1,0,5,0,70
5674,1,1,1,0,5,0,80
5673,1,1,1,0,5,0,90
5672,1,1,1,0,5,0,100
5671,1,1,1,0,5,0,101
5670,1,1,1,0,4,9,0
5669,1,1,1,0,4,9,40
5668,1,1,1,0,4,9,50
5667,1,1,1,0,4,9,60
5666,1,1,1,0,4,9,70
5665,1,1,1,0,4,9,80
5664,1,1,1,0,4,9,90
5663,1,1,1,0,4,9,100
5662,1,1,1,0,4,9,101
5661,1,1,1,0,4,8,0
5660,1,1,1,0,4,8,40
5659,1,1,1,0,4,8,50
5658,1,1,1,0,4,8,60
5657,1,1,1,0,4,8,70
5656,1,1,1,0,4,8,80
5655,1,1,1,0,4,8,90
5654,1,1,1,0,4,8,100
5653,1,1,1,0,4,8,101
5652,1,1,1,0,4,7,0
5651,1,1,1,0,4,7,40
5650,1,1,1,0,4,7,50
5649,1,1,1,0,4,7,60
5648,1,1,1,0,4,7,70
5647,1,1,1,0,4,7,80
5646,1,1,1,0,4,7,90
5645,1,1,1,0,4,7,100
5644,1,1,1,0,4,7,101
5643,1,1,1,0,4,6,0
5642,1,1,1,0,4,6,40
5641,1,1,1,0,4,6,50
5640,1,1,1,0,4,6,60
5639,1,1,1,0,4,6,70
5638,1,1,1,0,4,6,80
5637,1,1,1,0,4,6,90
5636,1,1,1,0,4,6,100
5635,1,1,1,0,4,6,101
5634,1,1,1,0,4,5,0
5633,1,1,1,0,4,5,40
5632,1,1,1,0,4,5,50
5631,1,1,1,0,4,5,60
5630,1,1,1,0,4,5,70
5629,1,1,1,0,4,5,80
5628,1,1,1,0,4,5,90
5627,1,1,1,0,4,5,100
5626,1,1,1,0,4,5,101
5625,1,1,1,0,4,4,0
5624,1,1,1,0,4,4,40
5623,1,1,1,0,4,4,50
5622,1,1,1,0,4,4,60
5621,1,1,1,0,4,4,70
5620,1,1,1,0,4,4,80
5619,1,1,1,0,4,4,90
5618,1,1,1,0,4,4,100
5617,1,1,1,0,4,4,101
5616,1,1,1,0,4,3,0
5615,1,1,1,0,4,3,40
5614,1,1,1,0,4,3,50
5613,1,1,1,0,4,3,60
5612,1,1,1,0,4,3,70
5611,1,1,1,0,4,3,80
5610,1,1,1,0,4,3,90
5609,1,1,1,0,4,3,100
5608,1,1,1,0,4,3,101
5607,1,1,1,0,4,2,0
5606,1,1,1,0,4,2,40
5605,1,1,1,0,4,2,50
5604,1,1,1,0,4,2,60
5603,1,1,1,0,4,2,70
5602,1,1,1,0,4,2,80
5601,1,1,1,0,4,2,90
5600,1,1,1,0,4,2,100
5599,1,1,1,0,4,2,101
5598,1,1,1,0,4,1,0
5597,1,1,1,0,4,1,40
5596,1,1,1,0,4,1,50
5595,1,1,1,0,4,1,60
5594,1,1,1,0,4,1,70
5593,1,1,1,0,4,1,80
5592,1,1,1,0,4,1,90
5591,1,1,1,0,4,1,100
5590,1,1,1,0,4,1,101
5589,1,1,1,0,4,0,0
5588,1,1,1,0,4,0,40
5587,1,1,1,0,4,0,50
5586,1,1,1,0,4,0,60
5585,1,1,1,0,4,0,70
5584,1,1,1,0,4,0,80
5583,1,1,1,0,4,0,90
5582,1,1,1,0,4,0,100
5581,1,1,1,0,4,0,101
5580,1,1,1,0,3,9,0
5579,1,1,1,0,3,9,40
5578,1,1,1,0,3,9,50
5577,1,1,1,0,3,9,60
5576,1,1,1,0,3,9,70
5575,1,1,1,0,3,9,80
5574,1,1,1,0,3,9,90
5573,1,1,1,0,3,9,100
5572,1,1,1,0,3,9,101
5571,1,1,1,0,3,8,0
5570,1,1,1,0,3,8,40
5569,1,1,1,0,3,8,50
5568,1,1,1,0,3,8,60
5567,1,1,1,0,3,8,70
5566,1,1,1,0,3,8,80
5565,1,1,1,0,3,8,90
5564,1,1,1,0,3,8,100
5563,1,1,1,0,3,8,101
5562,1,1,1,0,3,7,0
5561,1,1,1,0,3,7,40
5560,1,1,1,0,3,7,50
5559,1,1,1,0,3,7,60
5558,1,1,1,0,3,7,70
5557,1,1,1,0,3,7,80
5556,1,1,1,0,3,7,90
5555,1,1,1,0,3,7,100
5554,1,1,1,0,3,7,101
5553,1,1,1,0,3,6,0
5552,1,1,1,0,3,6,40
5551,1,1,1,0,3,6,50
5550,1,1,1,0,3,6,60
5549,1,1,1,0,3,6,70
5548,1,1,1,0,3,6,80
5547,1,1,1,0,3,6,90
5546,1,1,1,0,3,6,100
5545,1,1,1,0,3,6,101
5544,1,1,1,0,3,5,0
5543,1,1,1,0,3,5,40
5542,1,1,1,0,3,5,50
5541,1,1,1,0,3,5,60
5540,1,1,1,0,3,5,70
5539,1,1,1,0,3,5,80
5538,1,1,1,0,3,5,90
5537,1,1,1,0,3,5,100
5536,1,1,1,0,3,5,101
5535,1,1,1,0,3,4,0
5534,1,1,1,0,3,4,40
5533,1,1,1,0,3,4,50
5532,1,1,1,0,3,4,60
5531,1,1,1,0,3,4,70
5530,1,1,1,0,3,4,80
5529,1,1,1,0,3,4,90
5528,1,1,1,0,3,4,100
5527,1,1,1,0,3,4,101
5526,1,1,1,0,3,3,0
5525,1,1,1,0,3,3,40
5524,1,1,1,0,3,3,50
5523,1,1,1,0,3,3,60
5522,1,1,1,0,3,3,70
5521,1,1,1,0,3,3,80
5520,1,1,1,0,3,3,90
5519,1,1,1,0,3,3,100
5518,1,1,1,0,3,3,101
5517,1,1,1,0,3,2,0
5516,1,1,1,0,3,2,40
5515,1,1,1,0,3,2,50
5514,1,1,1,0,3,2,60
5513,1,1,1,0,3,2,70
5512,1,1,1,0,3,2,80
5511,1,1,1,0,3,2,90
5510,1,1,1,0,3,2,100
5509,1,1,1,0,3,2,101
5508,1,1,1,0,3,1,0
5507,1,1,1,0,3,1,40
5506,1,1,1,0,3,1,50
5505,1,1,1,0,3,1,60
5504,1,1,1,0,3,1,70
5503,1,1,1,0,3,1,80
5502,1,1,1,0,3,1,90
5501,1,1,1,0,3,1,100
5500,1,1,1,0,3,1,101
5499,1,1,1,0,3,0,0
5498,1,1,1,0,3,0,40
5497,1,1,1,0,3,0,50
5496,1,1,1,0,3,0,60
5495,1,1,1,0,3,0,70
5494,1,1,1,0,3,0,80
5493,1,1,1,0,3,0,90
5492,1,1,1,0,3,0,100
5491,1,1,1,0,3,0,101
5490,1,1,1,0,2,9,0
5489,1,1,1,0,2,9,40
5488,1,1,1,0,2,9,50
5487,1,1,1,0,2,9,60
5486,1,1,1,0,2,9,70
5485,1,1,1,0,2,9,80
5484,1,1,1,0,2,9,90
5483,1,1,1,0,2,9,100
5482,1,1,1,0,2,9,101
5481,1,1,1,0,2,8,0
5480,1,1,1,0,2,8,40
5479,1,1,1,0,2,8,50
5478,1,1,1,0,2,8,60
5477,1,1,1,0,2,8,70
5476,1,1,1,0,2,8,80
5475,1,1,1,0,2,8,90
5474,1,1,1,0,2,8,100
5473,1,1,1,0,2,8,101
5472,1,1,1,0,2,7,0
5471,1,1,1,0,2,7,40
5470,1,1,1,0,2,7,50
5469,1,1,1,0,2,7,60
5468,1,1,1,0,2,7,70
5467,1,1,1,0,2,7,80
5466,1,1,1,0,2,7,90
5465,1,1,1,0,2,7,100
5464,1,1,1,0,2,7,101
5463,1,1,1,0,2,6,0
5462,1,1,1,0,2,6,40
5461,1,1,1,0,2,6,50
5460,1,1,1,0,2,6,60
5459,1,1,1,0,2,6,70
5458,1,1,1,0,2,6,80
5457,1,1,1,0,2,6,90
5456,1,1,1,0,2,6,100
5455,1,1,1,0,2,6,101
5454,1,1,1,0,2,5,0
5453,1,1,1,0,2,5,40
5452,1,1,1,0,2,5,50
5451,1,1,1,0,2,5,60
5450,1,1,1,0,2,5,70
5449,1,1,1,0,2,5,80
5448,1,1,1,0,2,5,90
5447,1,1,1,0,2,5,100
5446,1,1,1,0,2,5,101
5445,1,1,1,0,2,4,0
5444,1,1,1,0,2,4,40
5443,1,1,1,0,2,4,50
5442,1,1,1,0,2,4,60
5441,1,1,1,0,2,4,70
5440,1,1,1,0,2,4,80
5439,1,1,1,0,2,4,90
5438,1,1,1,0,2,4,100
5437,1,1,1,0,2,4,101
5436,1,1,1,0,2,3,0
5435,1,1,1,0,2,3,40
5434,1,1,1,0,2,3,50
5433,1,1,1,0,2,3,60
5432,1,1,1,0,2,3,70
5431,1,1,1,0,2,3,80
5430,1,1,1,0,2,3,90
5429,1,1,1,0,2,3,100
5428,1,1,1,0,2,3,101
5427,1,1,1,0,2,2,0
5426,1,1,1,0,2,2,40
5425,1,1,1,0,2,2,50
5424,1,1,1,0,2,2,60
5423,1,1,1,0,2,2,70
5422,1,1,1,0,2,2,80
5421,1,1,1,0,2,2,90
5420,1,1,1,0,2,2,100
5419,1,1,1,0,2,2,101
5418,1,1,1,0,2,1,0
5417,1,1,1,0,2,1,40
5416,1,1,1,0,2,1,50
5415,1,1,1,0,2,1,60
5414,1,1,1,0,2,1,70
5413,1,1,1,0,2,1,80
5412,1,1,1,0,2,1,90
5411,1,1,1,0,2,1,100
5410,1,1,1,0,2,1,101
5409,1,1,1,0,2,0,0
5408,1,1,1,0,2,0,40
5407,1,1,1,0,2,0,50
5406,1,1,1,0,2,0,60
5405,1,1,1,0,2,0,70
5404,1,1,1,0,2,0,80
5403,1,1,1,0,2,0,90
5402,1,1,1,0,2,0,100
5401,1,1,1,0,2,0,101
5400,1,1,1,0,1,9,0
5399,1,1,1,0,1,9,40
5398,1,1,1,0,1,9,50
5397,1,1,1,0,1,9,60
5396,1,1,1,0,1,9,70
5395,1,1,1,0,1,9,80
5394,1,1,1,0,1,9,90
5393,1,1,1,0,1,9,100
5392,1,1,1,0,1,9,101
5391,1,1,1,0,1,8,0
5390,1,1,1,0,1,8,40
5389,1,1,1,0,1,8,50
5388,1,1,1,0,1,8,60
5387,1,1,1,0,1,8,70
5386,1,1,1,0,1,8,80
5385,1,1,1,0,1,8,90
5384,1,1,1,0,1,8,100
5383,1,1,1,0,1,8,101
5382,1,1,1,0,1,7,0
5381,1,1,1,0,1,7,40
5380,1,1,1,0,1,7,50
5379,1,1,1,0,1,7,60
5378,1,1,1,0,1,7,70
5377,1,1,1,0,1,7,80
5376,1,1,1,0,1,7,90
5375,1,1,1,0,1,7,100
5374,1,1,1,0,1,7,101
5373,1,1,1,0,1,6,0
5372,1,1,1,0,1,6,40
5371,1,1,1,0,1,6,50
5370,1,1,1,0,1,6,60
5369,1,1,1,0,1,6,70
5368,1,1,1,0,1,6,80
5367,1,1,1,0,1,6,90
5366,1,1,1,0,1,6,100
5365,1,1,1,0,1,6,101
5364,1,1,1,0,1,5,0
5363,1,1,1,0,1,5,40
5362,1,1,1,0,1,5,50
5361,1,1,1,0,1,5,60
5360,1,1,1,0,1,5,70
5359,1,1,1,0,1,5,80
5358,1,1,1,0,1,5,90
5357,1,1,1,0,1,5,100
5356,1,1,1,0,1,5,101
5355,1,1,1,0,1,4,0
5354,1,1,1,0,1,4,40
5353,1,1,1,0,1,4,50
5352,1,1,1,0,1,4,60
5351,1,1,1,0,1,4,70
5350,1,1,1,0,1,4,80
5349,1,1,1,0,1,4,90
5348,1,1,1,0,1,4,100
5347,1,1,1,0,1,4,101
5346,1,1,1,0,1,3,0
5345,1,1,1,0,1,3,40
5344,1,1,1,0,1,3,50
5343,1,1,1,0,1,3,60
5342,1,1,1,0,1,3,70
5341,1,1,1,0,1,3,80
5340,1,1,1,0,1,3,90
5339,1,1,1,0,1,3,100
5338,1,1,1,0,1,3,101
5337,1,1,1,0,1,2,0
5336,1,1,1,0,1,2,40
5335,1,1,1,0,1,2,50
5334,1,1,1,0,1,2,60
5333,1,1,1,0,1,2,70
5332,1,1,1,0,1,2,80
5331,1,1,1,0,1,2,90
5330,1,1,1,0,1,2,100
5329,1,1,1,0,1,2,101
5328,1,1,1,0,1,1,0
5327,1,1,1,0,1,1,40
5326,1,1,1,0,1,1,50
5325,1,1,1,0,1,1,60
5324,1,1,1,0,1,1,70
5323,1,1,1,0,1,1,80
5322,1,1,1,0,1,1,90
5321,1,1,1,0,1,1,100
5320,1,1,1,0,1,1,101
5319,1,1,1,0,1,0,0
5318,1,1,1,0,1,0,40
5317,1,1,1,0,1,0,50
5316,1,1,1,0,1,0,60
5315,1,1,1,0,1,0,70
5314,1,1,1,0,1,0,80
5313,1,1,1,0,1,0,90
5312,1,1,1,0,1,0,100
5311,1,1,1,0,1,0,101
5310,1,1,1,0,0,9,0
5309,1,1,1,0,0,9,40
5308,1,1,1,0,0,9,50
5307,1,1,1,0,0,9,60
5306,1,1,1,0,0,9,70
5305,1,1,1,0,0,9,80
5304,1,1,1,0,0,9,90
5303,1,1,1,0,0,9,100
5302,1,1,1,0,0,9,101
5301,1,1,1,0,0,8,0
5300,1,1,1,0,0,8,40
5299,1,1,1,0,0,8,50
5298,1,1,1,0,0,8,60
5297,1,1,1,0,0,8,70
5296,1,1,1,0,0,8,80
5295,1,1,1,0,0,8,90
5294,1,1,1,0,0,8,100
5293,1,1,1,0,0,8,101
5292,1,1,1,0,0,7,0
5291,1,1,1,0,0,7,40
5290,1,1,1,0,0,7,50
5289,1,1,1,0,0,7,60
5288,1,1,1,0,0,7,70
5287,1,1,1,0,0,7,80
5286,1,1,1,0,0,7,90
5285,1,1,1,0,0,7,100
5284,1,1,1,0,0,7,101
5283,1,1,1,0,0,6,0
5282,1,1,1,0,0,6,40
5281,1,1,1,0,0,6,50
5280,1,1,1,0,0,6,60
5279,1,1,1,0,0,6,70
5278,1,1,1,0,0,6,80
5277,1,1,1,0,0,6,90
5276,1,1,1,0,0,6,100
5275,1,1,1,0,0,6,101
5274,1,1,1,0,0,5,0
5273,1,1,1,0,0,5,40
5272,1,1,1,0,0,5,50
5271,1,1,1,0,0,5,60
5270,1,1,1,0,0,5,70
5269,1,1,1,0,0,5,80
5268,1,1,1,0,0,5,90
5267,1,1,1,0,0,5,100
5266,1,1,1,0,0,5,101
5265,1,1,1,0,0,4,0
5264,1,1,1,0,0,4,40
5263,1,1,1,0,0,4,50
5262,1,1,1,0,0,4,60
5261,1,1,1,0,0,4,70
5260,1,1,1,0,0,4,80
5259,1,1,1,0,0,4,90
5258,1,1,1,0,0,4,100
5257,1,1,1,0,0,4,101
5256,1,1,1,0,0,3,0
5255,1,1,1,0,0,3,40
5254,1,1,1,0,0,3,50
5253,1,1,1,0,0,3,60
5252,1,1,1,0,0,3,70
5251,1,1,1,0,0,3,80
5250,1,1,1,0,0,3,90
5249,1,1,1,0,0,3,100
5248,1,1,1,0,0,3,101
5247,1,1,1,0,0,2,0
5246,1,1,1,0,0,2,40
5245,1,1,1,0,0,2,50
5244,1,1,1,0,0,2,60
5243,1,1,1,0,0,2,70
5242,1,1,1,0,0,2,80
5241,1,1,1,0,0,2,90
5240,1,1,1,0,0,2,100
5239,1,1,1,0,0,2,101
5238,1,1,1,0,0,1,0
5237,1,1,1,0,0,1,40
5236,1,1,1,0,0,1,50
5235,1,1,1,0,0,1,60
5234,1,1,1,0,0,1,70
5233,1,1,1,0,0,1,80
5232,1,1,1,0,0,1,90
5231,1,1,1,0,0,1,100
5230,1,1,1,0,0,1,101
5229,1,1,1,0,0,0,0
5228,1,1,1,0,0,0,40
5227,1,1,1,0,0,0,50
5226,1,1,1,0,0,0,60
5225,1,1,1,0,0,0,70
5224,1,1,1,0,0,0,80
5223,1,1,1,0,0,0,90
5222,1,1,1,0,0,0,100
5221,1,1,1,0,0,0,101
5220,1,1,0,1,8,9,0
5219,1,1,0,1,8,9,40
5218,1,1,0,1,8,9,50
5217,1,1,0,1,8,9,60
5216,1,1,0,1,8,9,70
5215,1,1,0,1,8,9,80
5214,1,1,0,1,8,9,90
5213,1,1,0,1,8,9,100
5212,1,1,0,1,8,9,101
5211,1,1,0,1,8,8,0
5210,1,1,0,1,8,8,40
5209,1,1,0,1,8,8,50
