program_id,upper_cutoff,lower_cutoff,not_filled,iter
154,6.06123,23.12488,False,1
155,4.08747,23.00015,False,1
156,6.00877,5.04887,False,1
157,2.12889,5.07683,False,1
158,4.04298,18.04006,False,1
159,3.07939,23.11375,False,1
160,4.04841,23.11798,False,1
161,4.01978,18.03463,False,1
162,34.02431,29.10585,False,1
164,5.04764,37.13822,False,1
165,35.00047,6.01654,False,1
166,35.04772,30.11248,False,1
167,6.0647,5.10778,False,1
168,35.12724,1.0,False,1
169,35.12178,30.00793,False,1
173,6.02989,29.01425,False,1
175,3.1235,3.12331,False,1
176,5.0612,5.02532,False,1
177,6.04815,30.10775,False,1
178,34.02234,35.00826,False,1
179,6.14585,34.00907,False,1
180,28.14611,28.02858,False,1
181,33.03526,35.01644,False,1
182,6.1462,10.04636,False,1
183,6.10231,35.11954,False,1
184,6.13798,37.05705,False,1
185,6.12915,28.07003,False,1
186,6.03969,37.07473,False,1
188,1.07081,30.13536,False,1
189,34.12935,34.10743,False,1
190,6.14433,23.06487,False,1
191,6.05,30.12256,False,1
192,6.12979,25.09895,False,1
193,36.03966,35.10878,False,1
194,6.07445,25.07627,False,1
195,6.01749,28.07715,False,1
197,2.0343,30.12493,False,1
198,6.02623,25.05308,False,1
199,6.11823,30.04899,False,1
200,6.11397,6.05205,False,1
201,6.05461,5.05146,False,1
202,37.06874,37.06387,False,1
203,30.05007,30.11828,False,1
204,4.1256,30.12799,False,1
206,2.03281,30.1225,False,1
207,6.08815,28.04937,False,1
208,5.04907,5.14209,False,1
209,28.09797,28.11278,False,1
210,28.11191,28.14469,False,1
211,33.03262,28.02505,False,1
212,4.14134,5.04286,False,1
213,5.08322,13.06474,False,1
216,6.08539,28.13819,False,1
217,6.13997,29.0489,False,1
218,6.09852,30.1303,False,1
219,6.12776,25.04042,False,1
222,5.0817,28.04833,False,1
225,33.11509,33.06775,False,1
226,6.08281,35.07788,False,1
227,34.13586,37.09487,False,1
229,33.10201,33.11058,False,1
230,33.02112,33.06191,False,1
233,6.00393,30.10491,False,1
234,33.0633,30.12545,False,1
235,33.02028,30.13604,False,1
236,4.05424,4.13276,False,1
237,6.07293,5.11889,False,1
242,4.11842,24.14053,False,1
243,6.07811,6.02482,False,1
251,34.05215,34.02384,False,1
252,6.13311,28.12196,False,1
253,4.03939,30.08495,False,1
254,1.07426,4.00358,False,1
255,3.02494,13.02961,False,1
256,2.0964,30.03794,False,1
257,4.03198,20.08889,False,1
258,1.02731,18.11731,False,1
259,33.09123,5.0143,False,1
260,5.03122,5.13606,False,1
262,1.00078,36.12984,False,1
263,3.04981,6.00858,False,1
264,6.05212,29.0431,False,1
265,5.1157,6.0907,False,1
270,33.01786,6.04207,False,1
271,6.04373,28.13351,False,1
272,6.0539,5.07061,False,1
273,6.04168,5.06598,False,1
274,6.00675,5.11594,False,1
275,33.01544,6.07037,False,1
280,3.01853,5.1044599999999996,False,1
289,5.13521,29.12931,False,1
290,6.09621,6.1204,False,1
291,6.14458,6.14407,False,1
292,5.10447,6.13166,False,1
293,15.12897,30.10214,False,1
294,10.06083,6.12369,False,1
295,25.07886,36.07435,False,1
296,20.0465,4.12973,False,1
297,6.12453,35.10116,False,1
298,1.0402,33.1374,False,1
299,6.05977,34.04659,False,1
300,4.1232,33.09013,False,1
301,4.12591,33.02148,False,1
302,5.1065,35.03767,False,1
303,5.03703,33.08752,False,1
308,3.06491,31.10126,False,1
317,4.10506,22.09755,False,1
318,6.03358,36.14249,False,1
319,5.08371,30.11257,False,1
320,4.01892,27.10222,False,1
321,4.0724,34.09038,False,1
322,5.05628,18.10442,False,1
323,2.08756,17.07932,False,1
324,2.13383,23.09084,False,1
325,2.09438,25.09611,False,1
326,3.14073,28.10784,False,1
328,5.13272,25.12064,False,1
329,20.09767,31.02755,False,1
330,6.07108,30.02111,False,1
331,5.03451,20.0437,False,1
332,5.14347,30.1316,False,1
333,33.0905,30.11689,False,1
334,6.06737,6.06546,False,1
335,5.05691,30.02761,False,1
336,5.06455,30.14074,False,1
337,6.05997,25.08087,False,1
339,5.07556,28.07332,False,1
340,1.0,1.04802,True,1
341,1.0,25.09448,True,1
342,36.02564,5.04199,False,1
343,1.0,1.0,True,1
346,6.02676,27.03766,False,1
347,6.07407,33.06725,False,1
348,6.03379,27.09411,False,1
349,2.14677,25.06748,False,1
350,6.13014,29.02517,False,1
351,6.14385,25.06499,False,1
352,6.0962,34.0002,False,1
353,34.09648,37.09145,False,1
354,34.08754,34.08739,False,1
355,4.059,23.12022,False,1
357,5.09608,29.12654,False,1
358,6.04233,28.10758,False,1
359,6.05827,32.09278,False,1
361,6.06594,25.05733,False,1
363,35.07959,35.06897,False,1
364,35.06372,35.05813,False,1
365,3.05104,23.0369,False,1
366,5.12834,5.13824,False,1
367,35.03777,35.01337,False,1
370,6.08529,28.11167,False,1
371,6.14152,33.09121,False,1
372,6.1407,33.05057,False,1
373,6.01542,6.12666,False,1
374,1.10395,37.09844,False,1
375,5.00988,23.03134,False,1
376,6.11567,5.14482,False,1
377,6.05356,2.01907,False,1
378,33.05759,28.0816,False,1
379,28.10834,5.03508,False,1
380,34.09585,33.10583,False,1
381,6.06799,5.06844,False,1
383,5.04579,29.00772,False,1
384,6.1412700000000005,30.13424,False,1
385,3.13009,25.05661,False,1
386,4.08386,27.10703,False,1
387,1.01621,34.07158,False,1
388,3.05006,5.12602,False,1
389,2.01929,7.07204,False,1
390,3.01987,27.05594,False,1
391,4.08295,23.02939,False,1
394,5.05899,30.02305,False,1
395,35.05102,2.0059,False,1
396,35.13786,3.10476,False,1
397,35.00409,4.03607,False,1
398,35.08737,33.05839,False,1
403,6.03589,19.10234,False,1
404,35.01403,34.00235,False,1
405,35.08787,5.11362,False,1
406,4.07701,1.0,False,1
407,29.01561,28.04393,False,1
408,1.0,4.02361,True,1
412,10.00247,34.11677,False,1
413,20.06951,15.02959,False,1
414,10.09566,31.08054,False,1
415,30.11582,28.06065,False,1
416,33.06114,20.06484,False,1
417,6.12475,28.0024,False,1
418,35.07115,35.03225,False,1
419,33.12439,33.05539,False,1
420,33.0814,33.06575,False,1
421,33.13139,33.08736,False,1
422,6.14698,30.07179,False,1
423,6.05357,23.08778,False,1
425,6.10048,5.13029,False,1
426,6.06634,33.13256,False,1
427,6.04881,6.14122,False,1
428,33.10632,33.07521,False,1
429,33.1012,28.04545,False,1
1,6.09502,23.04987,False,2
3,4.09668,4.05619,False,2
5,6.03611,37.09541,False,2
6,5.12826,33.04143,False,2
7,4.02852,1.0,False,2
9,5.06691,5.10206,False,2
10,4.04884,4.10401,False,2
11,6.05275,1.0,False,2
13,6.05031,6.08773,False,2
17,6.02742,29.10424,False,2
18,6.00425,6.0056,False,2
19,1.0,33.09065,True,2
21,6.07368,18.14173,False,2
22,6.13385,6.1435,False,2
25,6.03084,19.00253,False,2
29,4.01497,5.14447,False,2
30,6.01959,6.11496,False,2
69,2.09839,24.11815,False,2
70,28.00118,23.06923,False,2
71,6.10504,6.08537,False,2
72,33.05381,33.03976,False,2
73,28.12663,28.04199,False,2
74,33.01884,37.04128,False,2
75,34.02926,33.13649,False,2
76,6.1393,6.12016,False,2
77,18.04116,6.12169,False,2
78,6.02153,29.1387,False,2
79,6.11073,6.08494,False,2
82,6.06748,29.0209,False,2
83,3.07821,18.0651,False,2
84,33.01749,1.0,False,2
85,2.13646,1.0,False,2
86,1.0,29.03414,True,2
91,5.10405,5.14619,False,2
92,6.07223,6.06529,False,2
93,6.12319,23.07492,False,2
95,4.13368,5.11157,False,2
98,5.10943,30.06405,False,2
99,22.089480000000002,34.11524,False,2
100,6.11853,35.00604,False,2
101,5.00399,23.09251,False,2
103,6.12501,25.09423,False,2
104,6.04411,30.09194,False,2
106,3.1455,28.13946,False,2
107,4.00466,26.09706,False,2
109,6.10126,34.06109,False,2
110,6.09671,28.09969,False,2
111,3.04905,33.11174,False,2
112,4.06467,22.14393,False,2
113,5.11985,28.07962,False,2
114,2.10574,5.13175,False,2
115,6.03841,5.1198,False,2
116,3.04331,28.10307,False,2
117,4.09122,5.10669,False,2
118,2.04201,18.08652,False,2
120,2.01883,34.1167,False,2
121,3.06088,5.08111,False,2
122,2.10134,5.14117,False,2
123,2.0587,6.06043,False,2
124,4.05732,37.08805,False,2
125,35.04306,34.11654,False,2
126,35.07568,30.13811,False,2
127,6.05551,24.12542,False,2
128,4.07163,30.11308,False,2
129,6.12145,30.10803,False,2
130,35.14201,35.08413,False,2
131,4.14199,5.1032,False,2
133,3.02515,5.14573,False,2
134,4.09518,4.00233,False,2
135,4.04775,4.03898,False,2
136,4.03374,4.09793,False,2
137,1.0,5.12072,True,2
139,5.05564,5.09802,False,2
140,4.03629,3.07024,False,2
141,6.11854,2.00147,False,2
142,3.0859,3.09432,False,2
143,1.03938,5.00012,False,2
144,4.14172,5.08214,False,2
145,30.08212,1.0,False,2
146,1.0,1.0,True,2
147,2.05189,1.0,False,2
148,1.0,1.0,True,2
149,1.0,18.00703,True,2
150,35.03999,1.0,False,2
151,1.0,1.00377,True,2
153,6.09886,6.08732,False,2
154,6.03878,28.02074,False,2
155,4.10616,37.09021,False,2
156,6.00098,5.12007,False,2
157,1.07673,5.04718,False,2
158,4.12903,18.12365,False,2
159,3.05378,23.0686,False,2
160,4.10985,23.09459,False,2
161,4.05975,18.10006,False,2
162,34.13876,29.14094,False,2
164,5.10704,37.10906,False,2
165,35.0561,6.12931,False,2
166,35.03951,30.02243,False,2
167,6.04713,5.03149,False,2
168,35.0522,1.0,False,2
169,35.0671,30.01237,False,2
173,6.02731,29.05137,False,2
175,3.07416,4.08135,False,2
176,5.10103,5.0991,False,2
177,6.09054,30.13765,False,2
178,34.00519,35.01314,False,2
179,6.14391,34.0636,False,2
180,28.13964,28.09089,False,2
181,33.08489,35.03262,False,2
182,6.1236,25.04059,False,2
183,6.08023,35.12795,False,2
184,6.10841,37.06888,False,2
185,6.1216,28.09142,False,2
186,6.01318,37.02996,False,2
188,1.02819,37.0239,False,2
189,34.11468,34.09995,False,2
190,6.08541,23.09882,False,2
191,6.08495,30.12607,False,2
192,6.11269,25.03709,False,2
193,36.11784,35.09892,False,2
194,6.10535,25.02409,False,2
195,6.00297,28.11042,False,2
197,2.03356,29.11223,False,2
198,6.07108,25.00507,False,2
199,6.04531,30.03311,False,2
200,6.0705,6.02706,False,2
201,6.05216,5.14019,False,2
202,37.07155,37.10613,False,2
203,30.07929,30.13082,False,2
204,4.07882,30.10072,False,2
206,2.05893,30.00434,False,2
207,6.07404,28.10315,False,2
208,5.06624,5.10079,False,2
209,28.12214,28.05585,False,2
210,28.08907,28.12121,False,2
211,33.01363,28.04588,False,2
212,5.00302,4.14126,False,2
213,5.12152,13.10728,False,2
216,6.10414,28.14086,False,2
217,6.12699,29.00925,False,2
218,6.08177,30.1419,False,2
219,6.14714,25.14202,False,2
222,5.06491,28.09874,False,2
225,33.12282,33.1095,False,2
226,6.08207,35.10156,False,2
227,34.14014,37.09259,False,2
229,33.10113,33.10983,False,2
230,33.06282,33.05355,False,2
233,6.009,30.13331,False,2
234,33.00934,30.09515,False,2
235,33.07868,30.07642,False,2
236,4.05321,4.07201,False,2
237,6.04866,5.0882,False,2
242,4.08431,24.08113,False,2
243,6.07348,6.03812,False,2
251,34.04625,34.03945,False,2
252,6.08233,28.07805,False,2
253,4.00101,30.05252,False,2
254,1.07566,4.08817,False,2
255,3.09789,13.00208,False,2
256,2.10758,30.1371,False,2
257,4.05353,20.05138,False,2
258,1.07424,18.1185,False,2
259,33.12983,5.04737,False,2
260,5.0836500000000004,5.05792,False,2
262,1.08193,36.13383,False,2
263,3.10783,6.04313,False,2
264,6.11152,29.07449,False,2
265,5.12639,6.10657,False,2
270,33.02446,6.11833,False,2
271,6.07988,28.11835,False,2
272,6.02361,5.09761,False,2
273,6.06353,5.06653,False,2
274,6.08065,5.10136,False,2
275,33.03742,6.12921,False,2
280,3.08015,5.13794,False,2
289,5.14541,29.02072,False,2
290,6.09475,6.12146,False,2
291,6.1474,6.14443,False,2
292,5.13797,6.07407,False,2
293,15.13345,30.1384,False,2
294,10.00032,6.14741,False,2
295,25.0998,36.05412,False,2
296,20.04805,4.08653,False,2
297,6.09763,35.02707,False,2
298,1.02541,33.06091,False,2
299,6.08866,34.0833,False,2
300,6.05328,33.13256,False,2
301,4.07392,33.13109,False,2
302,6.03429,35.0295,False,2
303,33.09643,33.14274,False,2
308,3.04109,31.14428,False,2
317,4.06439,22.08251,False,2
318,4.07008,36.05221,False,2
319,5.1081,30.14088,False,2
320,4.14397,27.10252,False,2
321,4.01316,34.06905,False,2
322,5.01933,18.03138,False,2
323,2.01276,17.07289,False,2
324,2.0991400000000002,23.02592,False,2
325,2.05011,25.00521,False,2
326,4.01571,18.02765,False,2
328,5.1062899999999996,25.06275,False,2
329,6.11689,31.09747,False,2
330,6.08272,28.09999,False,2
331,5.06438,20.09309,False,2
332,5.11188,30.09618,False,2
333,33.03702,30.12872,False,2
334,6.08532,6.07951,False,2
335,5.05919,30.04983,False,2
336,5.06135,30.14075,False,2
337,6.07632,25.13822,False,2
339,5.07304,28.12414,False,2
340,1.0,1.02213,True,2
341,1.0,25.10117,True,2
342,36.03054,5.08077,False,2
343,1.0,1.0,True,2
346,6.03731,27.01708,False,2
347,6.10174,33.08168,False,2
348,6.06271,27.03646,False,2
349,2.06302,25.05968,False,2
350,6.10684,29.05158,False,2
351,6.13288,25.00837,False,2
352,6.05823,34.01654,False,2
353,34.00665,37.078,False,2
354,34.12647,34.08935,False,2
355,5.05169,23.13761,False,2
357,5.10017,29.13476,False,2
358,6.02718,28.0095,False,2
359,6.01243,32.09522,False,2
361,6.0899,25.11008,False,2
363,35.0812,35.07907,False,2
364,35.11178,35.08484,False,2
365,3.13187,23.02396,False,2
366,5.14403,5.09206,False,2
367,35.06136,35.02628,False,2
370,6.08385,28.06656,False,2
371,6.11816,33.05778,False,2
372,6.1404,33.08717,False,2
373,6.0455,6.05462,False,2
374,1.03543,37.13567,False,2
375,5.03409,4.14423,False,2
376,6.13234,5.05054,False,2
377,6.03552,2.07293,False,2
378,33.10604,28.10802,False,2
379,28.01771,5.0194,False,2
380,34.08616,33.05431,False,2
381,6.03297,5.07529,False,2
383,5.11238,29.06335,False,2
384,6.14085,28.04082,False,2
385,2.07598,25.0968,False,2
386,4.02093,27.1292,False,2
387,1.09692,34.01197,False,2
388,2.06247,5.08488,False,2
389,2.08339,7.13359,False,2
390,3.11852,27.14147,False,2
391,4.14479,23.06453,False,2
394,5.08574,30.10119,False,2
395,35.05196,2.07764,False,2
396,35.07998,3.14294,False,2
397,35.10291,4.12069,False,2
398,35.02618,33.06025,False,2
403,6.07609,19.07199,False,2
404,35.13117,34.11628,False,2
405,35.07303,5.05873,False,2
406,6.0386,4.00491,False,2
407,29.05885,28.0169,False,2
408,1.0,4.14482,True,2
412,10.04103,34.03083,False,2
413,15.0926,25.12955,False,2
414,10.12344,31.02392,False,2
415,30.0846,28.05725,False,2
416,33.11125,20.06347,False,2
417,6.09451,28.10621,False,2
418,35.05979,35.04953,False,2
419,33.08583,33.05653,False,2
420,33.09097,33.04157,False,2
421,33.03587,33.02631,False,2
422,28.12135,30.08691,False,2
423,6.06057,23.00063,False,2
425,6.04928,5.14508,False,2
426,6.06574,33.10067,False,2
427,6.09677,6.12943,False,2
428,33.11473,33.10121,False,2
429,33.14025,28.13836,False,2
1,6.04502,23.14432,False,3
3,4.04373,4.01313,False,3
5,6.02256,37.00601,False,3
6,5.13918,33.10587,False,3
7,4.08395,1.0,False,3
9,5.00198,5.08037,False,3
10,4.11067,4.10701,False,3
11,6.05319,1.0,False,3
13,6.04603,6.06032,False,3
17,6.02625,28.02346,False,3
18,6.03943,6.01063,False,3
19,1.0,33.10014,True,3
21,6.05003,29.00824,False,3
22,6.13637,6.12187,False,3
25,6.00732,19.12655,False,3
29,2.01061,5.09069,False,3
30,6.06241,6.10037,False,3
69,2.10958,24.10047,False,3
70,28.02028,23.04683,False,3
71,6.06423,28.03288,False,3
72,33.06858,33.00809,False,3
73,28.00218,28.05424,False,3
74,33.09606,37.04828,False,3
75,34.03976,33.13795,False,3
76,6.11752,28.00295,False,3
77,18.06897,6.13122,False,3
78,6.02898,23.13381,False,3
79,6.10427,6.088,False,3
82,6.00606,29.13384,False,3
83,3.02444,18.06498,False,3
84,33.01825,1.0,False,3
85,1.0,2.09613,True,3
86,1.0,29.00376,True,3
91,5.10338,5.12616,False,3
92,6.06781,6.06209,False,3
93,6.09283,23.03301,False,3
95,4.00421,5.12455,False,3
98,5.00634,30.06298,False,3
99,22.002,34.07274,False,3
100,6.11773,35.06668,False,3
101,3.06081,23.11707,False,3
103,6.10548,25.11037,False,3
104,6.01448,30.02379,False,3
106,3.11836,28.06344,False,3
107,4.10119,26.08303,False,3
109,6.11439,34.05581,False,3
110,6.04669,28.10612,False,3
111,3.07172,33.06272,False,3
112,3.0823,22.01792,False,3
113,5.05602,28.1309,False,3
114,2.07901,5.13707,False,3
115,6.0924,5.13704,False,3
116,3.03673,28.07207,False,3
117,4.07203,5.12986,False,3
118,2.0646,18.13757,False,3
120,2.13436,34.01764,False,3
121,3.00694,5.02648,False,3
122,2.04771,5.128,False,3
123,2.09327,6.09889,False,3
124,2.12383,37.10189,False,3
125,35.07347,34.08901,False,3
126,35.0347,30.03677,False,3
127,6.09231,24.11763,False,3
128,6.04265,30.02127,False,3
129,6.08834,30.13345,False,3
130,35.13735,35.04459,False,3
131,4.12197,5.0691,False,3
133,3.02739,5.0836,False,3
134,4.05939,4.03439,False,3
135,6.00743,4.13705,False,3
136,4.05358,4.10676,False,3
137,4.1216,5.07334,False,3
139,5.07072,5.0967,False,3
140,4.08847,3.1206,False,3
141,6.00069,2.05642,False,3
142,3.10039,3.00156,False,3
143,1.11477,5.11305,False,3
144,31.03531,5.1465,False,3
145,1.0,30.07328,True,3
146,1.0,1.0,True,3
147,2.0067,1.0,False,3
148,1.0,1.0,True,3
149,1.0,18.07232,True,3
150,35.02579,1.0,False,3
151,1.0,1.03226,True,3
153,6.12846,6.12017,False,3
154,6.0117,28.10401,False,3
155,4.04673,37.05294,False,3
156,6.02802,5.13647,False,3
157,1.1218,5.02982,False,3
158,4.13276,18.06881,False,3
159,3.12763,23.07115,False,3
160,4.098,23.06937,False,3
161,4.09975,18.08883,False,3
162,34.11861,29.11414,False,3
164,5.10602,37.02595,False,3
165,35.04236,6.13627,False,3
166,35.11794,30.08027,False,3
167,6.09749,5.04741,False,3
168,35.09114,1.0,False,3
169,35.12422,30.05614,False,3
173,6.02673,28.02225,False,3
175,3.09144,3.14235,False,3
176,5.06386,5.00517,False,3
177,6.07966,30.11715,False,3
178,34.00209,35.01556,False,3
179,6.11475,34.09073,False,3
180,28.11049,28.07329,False,3
181,33.03517,35.00964,False,3
182,6.14174,25.02847,False,3
183,6.11695,35.06132,False,3
184,6.05175,37.12252,False,3
185,6.13878,28.022,False,3
186,6.07342,37.00513,False,3
188,1.02306,30.06066,False,3
189,34.14364,34.11934,False,3
190,6.10105,23.05836,False,3
191,6.05102,30.07997,False,3
192,6.09559,25.06777,False,3
193,36.11644,35.07041,False,3
194,6.08428,25.05896,False,3
195,6.00687,28.09907,False,3
197,2.0108,29.0498,False,3
198,6.09153,25.10718,False,3
199,23.09214,30.04932,False,3
200,6.09273,6.00394,False,3
201,6.13164,5.13649,False,3
202,37.02425,37.07255,False,3
203,30.06382,30.06381,False,3
204,4.01712,30.02233,False,3
206,2.02285,30.007,False,3
207,6.06977,28.11129,False,3
208,4.1409,5.12496,False,3
209,28.1225,28.04132,False,3
210,28.14585,28.05962,False,3
211,33.0452,28.0643,False,3
212,4.12927,5.09356,False,3
213,5.14433,13.0382,False,3
216,6.09022,28.13802,False,3
217,6.14349,29.13607,False,3
218,6.03791,30.02212,False,3
219,6.14095,25.01223,False,3
222,5.10475,28.08925,False,3
225,33.13156,33.10315,False,3
226,6.09746,35.09878,False,3
227,34.05568,37.08835,False,3
229,33.1283,33.1252,False,3
230,33.09117,33.06245,False,3
233,6.032,30.14286,False,3
234,33.03707,30.11605,False,3
235,33.02618,30.05545,False,3
236,4.01328,4.06444,False,3
237,6.04637,5.10145,False,3
242,4.04538,24.12379,False,3
243,6.08661,6.03551,False,3
251,34.06556,34.04615,False,3
252,6.09015,28.01547,False,3
253,4.01095,30.02806,False,3
254,1.09895,4.02269,False,3
255,3.01988,13.01782,False,3
256,2.07049,30.08527,False,3
257,4.01056,20.06567,False,3
258,5.01519,18.04282,False,3
259,33.01331,5.04245,False,3
260,5.12158,5.03182,False,3
262,1.13911,36.0989,False,3
263,3.04379,6.03622,False,3
264,6.1108,29.09711,False,3
265,5.0748,6.00927,False,3
270,33.01306,6.09642,False,3
271,6.10889,28.08593,False,3
272,6.02983,5.12545,False,3
273,6.01532,5.13184,False,3
274,6.00139,5.10269,False,3
275,33.02102,6.05845,False,3
280,3.0367,5.07148,False,3
289,5.13099,29.12627,False,3
290,6.08185,6.1002,False,3
291,6.14402,6.13763,False,3
292,5.11319,6.13119,False,3
293,15.10035,30.1261,False,3
294,10.04569,10.03085,False,3
295,25.04699,36.09184,False,3
296,20.02573,4.01844,False,3
297,6.01118,35.07691,False,3
298,2.01747,33.14029,False,3
299,6.08754,34.02723,False,3
300,6.03399,33.10197,False,3
301,4.08799,33.10703,False,3
302,5.05281,35.01577,False,3
303,5.12475,33.06755,False,3
308,3.04105,31.118,False,3
317,3.03914,22.05963,False,3
318,4.13332,36.02757,False,3
319,5.12043,30.13335,False,3
320,4.03362,27.07493,False,3
321,3.08998,34.03724,False,3
322,5.12767,18.11691,False,3
323,4.00851,17.12863,False,3
324,2.07081,23.01415,False,3
325,4.07684,25.07923,False,3
326,3.06433,18.12053,False,3
328,5.11314,25.11633,False,3
329,6.14208,31.1329,False,3
330,6.01954,30.06589,False,3
331,5.06879,20.11003,False,3
332,6.05595,20.13875,False,3
333,33.02118,30.03361,False,3
334,6.04007,6.09872,False,3
335,5.06133,30.08676,False,3
336,5.02097,30.10897,False,3
337,6.0227,25.05157,False,3
339,5.02403,28.03289,False,3
340,1.0,1.12178,True,3
341,1.0,25.09777,True,3
342,36.04174,5.01156,False,3
343,1.0,1.0,True,3
346,6.03188,27.085,False,3
347,6.07213,33.10433,False,3
348,6.03941,27.03489,False,3
349,2.01756,25.05463,False,3
350,6.14722,29.11327,False,3
351,6.14694,25.06478,False,3
352,6.12449,34.09518,False,3
353,34.13426,37.0685,False,3
354,34.134,34.10069,False,3
355,4.13321,23.12855,False,3
357,5.09934,28.11809,False,3
358,6.0304,28.05207,False,3
359,6.00051,32.07868,False,3
361,6.03515,30.1264,False,3
363,35.064,35.05956,False,3
364,35.09457,35.07994,False,3
365,3.0214,23.04122,False,3
366,5.08995,5.0741,False,3
367,35.02695,35.00081,False,3
370,6.06949,28.14369,False,3
371,6.13803,33.02012,False,3
372,6.12812,33.00726,False,3
373,6.02894,6.07981,False,3
374,1.10918,37.11956,False,3
375,5.08896,4.00186,False,3
376,6.08982,5.09528,False,3
377,2.00065,1.0,False,3
378,33.06197,28.08405,False,3
379,28.10187,5.09496,False,3
380,34.08967,33.0439,False,3
381,6.07644,5.06797,False,3
383,5.06063,28.13041,False,3
384,6.11588,30.01381,False,3
385,1.03374,25.12009,False,3
386,1.0948,27.08434,False,3
387,1.13418,34.09894,False,3
388,3.06422,5.02776,False,3
389,2.02014,7.08401,False,3
390,3.11068,27.07568,False,3
391,5.05701,23.08628,False,3
394,5.05679,30.04657,False,3
395,35.04608,2.14069,False,3
396,35.04867,3.02541,False,3
397,35.08372,4.03464,False,3
398,35.02828,33.09178,False,3
403,6.08783,19.00739,False,3
404,35.11995,34.06146,False,3
405,35.13898,5.0412,False,3
406,4.13936,1.0,False,3
407,29.14409,28.05449,False,3
408,1.0,4.00982,True,3
412,10.05159,34.10886,False,3
413,20.00184,25.09075,False,3
414,10.08442,31.11146,False,3
415,30.12241,28.1262,False,3
416,33.06671,20.06229,False,3
417,6.14155,28.11595,False,3
418,35.07778,35.05529,False,3
419,33.1346,33.04835,False,3
420,33.07392,33.04714,False,3
421,33.13914,33.04843,False,3
422,30.06446,28.04949,False,3
423,6.06407,23.12726,False,3
425,5.1007,37.09331,False,3
426,6.0659,33.08482,False,3
427,6.07992,6.13886,False,3
428,33.09725,33.0751,False,3
429,33.0449,28.01895,False,3
1,6.04465,23.03346,False,4
3,4.07506,4.00052,False,4
5,6.02791,37.11749,False,4
6,5.13955,33.00816,False,4
7,4.00482,1.0,False,4
9,5.06086,5.12968,False,4
10,4.0078,4.12943,False,4
11,6.05566,1.0,False,4
13,6.07775,6.08088,False,4
17,6.02755,28.09387,False,4
18,6.06516,6.04702,False,4
19,1.0,33.00457,True,4
21,6.05045,18.0227,False,4
22,6.13489,6.13892,False,4
25,6.02065,19.06976,False,4
29,2.13692,5.12498,False,4
30,6.0495,6.14388,False,4
69,2.10696,24.10229,False,4
70,28.06564,23.04074,False,4
71,6.07816,6.06346,False,4
