iter,program_id,not_filled,lower_cutoff,upper_cutoff
1,326,FALSE,28.10784,3.14073
1,328,FALSE,25.12064,5.13272
1,329,FALSE,31.02755,20.09767
1,330,FALSE,30.02111,6.07108
1,331,FALSE,20.0437,5.03451
1,332,FALSE,30.1316,5.14347
1,333,FALSE,30.11689,33.0905
1,334,FALSE,6.06546,6.06737
1,335,FALSE,30.02761,5.05691
1,336,FALSE,30.14074,5.06455
1,337,FALSE,25.08087,6.05997
1,339,FALSE,28.07332,5.07556
1,340,TRUE,1.04802,1
1,341,TRUE,25.09448,1
1,342,FALSE,5.04199,36.02564
1,343,TRUE,1,1
1,346,FALSE,27.03766,6.02676
1,347,FALSE,33.06725,6.07407
1,348,FALSE,27.09411,6.03379
1,349,FALSE,25.06748,2.14677
1,350,FALSE,29.02517,6.13014
1,351,FALSE,25.06499,6.14385
1,352,FALSE,34.0002,6.0962
1,353,FALSE,37.09145,34.09648
1,354,FALSE,34.08739,34.08754
1,355,FALSE,23.12022,4.059
1,357,FALSE,29.12654,5.09608
1,358,FALSE,28.10758,6.04233
1,359,FALSE,32.09278,6.05827
1,361,FALSE,25.05733,6.06594
1,363,FALSE,35.06897,35.07959
1,364,FALSE,35.05813,35.06372
1,365,FALSE,23.0369,3.05104
1,366,FALSE,5.13824,5.12834
1,367,FALSE,35.01337,35.03777
1,370,FALSE,28.11167,6.08529
1,371,FALSE,33.09121,6.14152
1,372,FALSE,33.05057,6.1407
1,373,FALSE,6.12666,6.01542
1,374,FALSE,37.09844,1.10395
1,375,FALSE,23.03134,5.00988
1,376,FALSE,5.14482,6.11567
1,377,FALSE,2.01907,6.05356
1,378,FALSE,28.0816,33.05759
1,379,FALSE,5.03508,28.10834
1,380,FALSE,33.10583,34.09585
1,381,FALSE,5.06844,6.06799
1,383,FALSE,29.00772,5.04579
1,384,FALSE,30.13424,6.14127
1,385,FALSE,25.05661,3.13009
1,386,FALSE,27.10703,4.08386
1,387,FALSE,34.07158,1.01621
1,388,FALSE,5.12602,3.05006
1,389,FALSE,7.07204,2.01929
1,390,FALSE,27.05594,3.01987
1,391,FALSE,23.02939,4.08295
1,394,FALSE,30.02305,5.05899
1,395,FALSE,2.0059,35.05102
1,396,FALSE,3.10476,35.13786
1,397,FALSE,4.03607,35.00409
1,398,FALSE,33.05839,35.08737
1,403,FALSE,19.10234,6.03589
1,404,FALSE,34.00235,35.01403
1,405,FALSE,5.11362,35.08787
1,406,FALSE,1,4.07701
1,407,FALSE,28.04393,29.01561
1,408,TRUE,4.02361,1
1,412,FALSE,34.11677,10.00247
1,413,FALSE,15.02959,20.06951
1,414,FALSE,31.08054,10.09566
1,415,FALSE,28.06065,30.11582
1,416,FALSE,20.06484,33.06114
1,417,FALSE,28.0024,6.12475
1,418,FALSE,35.03225,35.07115
1,419,FALSE,33.05539,33.12439
1,420,FALSE,33.06575,33.0814
1,421,FALSE,33.08736,33.13139
1,422,FALSE,30.07179,6.14698
1,423,FALSE,23.08778,6.05357
1,425,FALSE,5.13029,6.10048
1,426,FALSE,33.13256,6.06634
1,427,FALSE,6.14122,6.04881
1,428,FALSE,33.07521,33.10632
1,429,FALSE,28.04545,33.1012
2,1,FALSE,23.04987,6.09502
2,3,FALSE,4.05619,4.09668
2,5,FALSE,37.09541,6.03611
2,6,FALSE,33.04143,5.12826
2,7,FALSE,1,4.02852
2,9,FALSE,5.10206,5.06691
2,10,FALSE,4.10401,4.04884
2,11,FALSE,1,6.05275
2,13,FALSE,6.08773,6.05031
2,17,FALSE,29.10424,6.02742
2,18,FALSE,6.0056,6.00425
2,19,TRUE,33.09065,1
2,21,FALSE,18.14173,6.07368
2,22,FALSE,6.1435,6.13385
2,25,FALSE,19.00253,6.03084
2,29,FALSE,5.14447,4.01497
2,30,FALSE,6.11496,6.01959
2,69,FALSE,24.11815,2.09839
2,70,FALSE,23.06923,28.00118
2,71,FALSE,6.08537,6.10504
2,72,FALSE,33.03976,33.05381
2,73,FALSE,28.04199,28.12663
2,74,FALSE,37.04128,33.01884
2,75,FALSE,33.13649,34.02926
2,76,FALSE,6.12016,6.1393
2,77,FALSE,6.12169,18.04116
2,78,FALSE,29.1387,6.02153
2,79,FALSE,6.08494,6.11073
2,82,FALSE,29.0209,6.06748
2,83,FALSE,18.0651,3.07821
2,84,FALSE,1,33.01749
2,85,FALSE,1,2.13646
2,86,TRUE,29.03414,1
2,91,FALSE,5.14619,5.10405
2,92,FALSE,6.06529,6.07223
2,93,FALSE,23.07492,6.12319
2,95,FALSE,5.11157,4.13368
2,98,FALSE,30.06405,5.10943
2,99,FALSE,34.11524,22.08948
2,100,FALSE,35.00604,6.11853
2,101,FALSE,23.09251,5.00399
2,103,FALSE,25.09423,6.12501
2,104,FALSE,30.09194,6.04411
2,106,FALSE,28.13946,3.1455
2,107,FALSE,26.09706,4.00466
2,109,FALSE,34.06109,6.10126
2,110,FALSE,28.09969,6.09671
2,111,FALSE,33.11174,3.04905
2,112,FALSE,22.14393,4.06467
2,113,FALSE,28.07962,5.11985
2,114,FALSE,5.13175,2.10574
2,115,FALSE,5.1198,6.03841
2,116,FALSE,28.10307,3.04331
2,117,FALSE,5.10669,4.09122
2,118,FALSE,18.08652,2.04201
2,120,FALSE,34.1167,2.01883
2,121,FALSE,5.08111,3.06088
2,122,FALSE,5.14117,2.10134
2,123,FALSE,6.06043,2.0587
2,124,FALSE,37.08805,4.05732
2,125,FALSE,34.11654,35.04306
2,126,FALSE,30.13811,35.07568
2,127,FALSE,24.12542,6.05551
2,128,FALSE,30.11308,4.07163
2,129,FALSE,30.10803,6.12145
2,130,FALSE,35.08413,35.14201
2,131,FALSE,5.1032,4.14199
2,133,FALSE,5.14573,3.02515
2,134,FALSE,4.00233,4.09518
2,135,FALSE,4.03898,4.04775
2,136,FALSE,4.09793,4.03374
2,137,TRUE,5.12072,1
2,139,FALSE,5.09802,5.05564
2,140,FALSE,3.07024,4.03629
2,141,FALSE,2.00147,6.11854
2,142,FALSE,3.09432,3.0859
2,143,FALSE,5.00012,1.03938
2,144,FALSE,5.08214,4.14172
2,145,FALSE,1,30.08212
2,146,TRUE,1,1
2,147,FALSE,1,2.05189
2,148,TRUE,1,1
2,149,TRUE,18.00703,1
2,150,FALSE,1,35.03999
2,151,TRUE,1.00377,1
2,153,FALSE,6.08732,6.09886
2,154,FALSE,28.02074,6.03878
2,155,FALSE,37.09021,4.10616
2,156,FALSE,5.12007,6.00098
2,157,FALSE,5.04718,1.07673
2,158,FALSE,18.12365,4.12903
2,159,FALSE,23.0686,3.05378
2,160,FALSE,23.09459,4.10985
2,161,FALSE,18.10006,4.05975
2,162,FALSE,29.14094,34.13876
2,164,FALSE,37.10906,5.10704
2,165,FALSE,6.12931,35.0561
2,166,FALSE,30.02243,35.03951
2,167,FALSE,5.03149,6.04713
2,168,FALSE,1,35.0522
2,169,FALSE,30.01237,35.0671
2,173,FALSE,29.05137,6.02731
2,175,FALSE,4.08135,3.07416
2,176,FALSE,5.0991,5.10103
2,177,FALSE,30.13765,6.09054
2,178,FALSE,35.01314,34.00519
2,179,FALSE,34.0636,6.14391
2,180,FALSE,28.09089,28.13964
2,181,FALSE,35.03262,33.08489
2,182,FALSE,25.04059,6.1236
2,183,FALSE,35.12795,6.08023
2,184,FALSE,37.06888,6.10841
2,185,FALSE,28.09142,6.1216
2,186,FALSE,37.02996,6.01318
2,188,FALSE,37.0239,1.02819
2,189,FALSE,34.09995,34.11468
2,190,FALSE,23.09882,6.08541
2,191,FALSE,30.12607,6.08495
2,192,FALSE,25.03709,6.11269
2,193,FALSE,35.09892,36.11784
2,194,FALSE,25.02409,6.10535
2,195,FALSE,28.11042,6.00297
2,197,FALSE,29.11223,2.03356
2,198,FALSE,25.00507,6.07108
2,199,FALSE,30.03311,6.04531
2,200,FALSE,6.02706,6.0705
2,201,FALSE,5.14019,6.05216
2,202,FALSE,37.10613,37.07155
2,203,FALSE,30.13082,30.07929
2,204,FALSE,30.10072,4.07882
2,206,FALSE,30.00434,2.05893
2,207,FALSE,28.10315,6.07404
2,208,FALSE,5.10079,5.06624
2,209,FALSE,28.05585,28.12214
2,210,FALSE,28.12121,28.08907
2,211,FALSE,28.04588,33.01363
2,212,FALSE,4.14126,5.00302
2,213,FALSE,13.10728,5.12152
2,216,FALSE,28.14086,6.10414
2,217,FALSE,29.00925,6.12699
2,218,FALSE,30.1419,6.08177
2,219,FALSE,25.14202,6.14714
2,222,FALSE,28.09874,5.06491
2,225,FALSE,33.1095,33.12282
2,226,FALSE,35.10156,6.08207
2,227,FALSE,37.09259,34.14014
2,229,FALSE,33.10983,33.10113
2,230,FALSE,33.05355,33.06282
2,233,FALSE,30.13331,6.009
2,234,FALSE,30.09515,33.00934
2,235,FALSE,30.07642,33.07868
2,236,FALSE,4.07201,4.05321
2,237,FALSE,5.0882,6.04866
2,242,FALSE,24.08113,4.08431
2,243,FALSE,6.03812,6.07348
2,251,FALSE,34.03945,34.04625
2,252,FALSE,28.07805,6.08233
2,253,FALSE,30.05252,4.00101
2,254,FALSE,4.08817,1.07566
2,255,FALSE,13.00208,3.09789
2,256,FALSE,30.1371,2.10758
2,257,FALSE,20.05138,4.05353
2,258,FALSE,18.1185,1.07424
2,259,FALSE,5.04737,33.12983
2,260,FALSE,5.05792,5.08365
2,262,FALSE,36.13383,1.08193
2,263,FALSE,6.04313,3.10783
2,264,FALSE,29.07449,6.11152
2,265,FALSE,6.10657,5.12639
2,270,FALSE,6.11833,33.02446
2,271,FALSE,28.11835,6.07988
2,272,FALSE,5.09761,6.02361
2,273,FALSE,5.06653,6.06353
2,274,FALSE,5.10136,6.08065
2,275,FALSE,6.12921,33.03742
2,280,FALSE,5.13794,3.08015
2,289,FALSE,29.02072,5.14541
2,290,FALSE,6.12146,6.09475
2,291,FALSE,6.14443,6.1474
2,292,FALSE,6.07407,5.13797
2,293,FALSE,30.1384,15.13345
2,294,FALSE,6.14741,10.00032
2,295,FALSE,36.05412,25.0998
2,296,FALSE,4.08653,20.04805
2,297,FALSE,35.02707,6.09763
2,298,FALSE,33.06091,1.02541
2,299,FALSE,34.0833,6.08866
2,300,FALSE,33.13256,6.05328
2,301,FALSE,33.13109,4.07392
2,302,FALSE,35.0295,6.03429
2,303,FALSE,33.14274,33.09643
2,308,FALSE,31.14428,3.04109
2,317,FALSE,22.08251,4.06439
2,318,FALSE,36.05221,4.07008
2,319,FALSE,30.14088,5.1081
2,320,FALSE,27.10252,4.14397
2,321,FALSE,34.06905,4.01316
2,322,FALSE,18.03138,5.01933
2,323,FALSE,17.07289,2.01276
2,324,FALSE,23.02592,2.09914
2,325,FALSE,25.00521,2.05011
2,326,FALSE,18.02765,4.01571
2,328,FALSE,25.06275,5.10629
2,329,FALSE,31.09747,6.11689
2,330,FALSE,28.09999,6.08272
2,331,FALSE,20.09309,5.06438
2,332,FALSE,30.09618,5.11188
2,333,FALSE,30.12872,33.03702
2,334,FALSE,6.07951,6.08532
2,335,FALSE,30.04983,5.05919
2,336,FALSE,30.14075,5.06135
2,337,FALSE,25.13822,6.07632
2,339,FALSE,28.12414,5.07304
2,340,TRUE,1.02213,1
2,341,TRUE,25.10117,1
2,342,FALSE,5.08077,36.03054
2,343,TRUE,1,1
2,346,FALSE,27.01708,6.03731
2,347,FALSE,33.08168,6.10174
2,348,FALSE,27.03646,6.06271
2,349,FALSE,25.05968,2.06302
2,350,FALSE,29.05158,6.10684
2,351,FALSE,25.00837,6.13288
2,352,FALSE,34.01654,6.05823
2,353,FALSE,37.078,34.00665
2,354,FALSE,34.08935,34.12647
2,355,FALSE,23.13761,5.05169
2,357,FALSE,29.13476,5.10017
2,358,FALSE,28.0095,6.02718
2,359,FALSE,32.09522,6.01243
2,361,FALSE,25.11008,6.0899
2,363,FALSE,35.07907,35.0812
2,364,FALSE,35.08484,35.11178
2,365,FALSE,23.02396,3.13187
2,366,FALSE,5.09206,5.14403
2,367,FALSE,35.02628,35.06136
2,370,FALSE,28.06656,6.08385
2,371,FALSE,33.05778,6.11816
2,372,FALSE,33.08717,6.1404
2,373,FALSE,6.05462,6.0455
2,374,FALSE,37.13567,1.03543
2,375,FALSE,4.14423,5.03409
2,376,FALSE,5.05054,6.13234
2,377,FALSE,2.07293,6.03552
2,378,FALSE,28.10802,33.10604
2,379,FALSE,5.0194,28.01771
2,380,FALSE,33.05431,34.08616
2,381,FALSE,5.07529,6.03297
2,383,FALSE,29.06335,5.11238
2,384,FALSE,28.04082,6.14085
2,385,FALSE,25.0968,2.07598
2,386,FALSE,27.1292,4.02093
2,387,FALSE,34.01197,1.09692
2,388,FALSE,5.08488,2.06247
2,389,FALSE,7.13359,2.08339
2,390,FALSE,27.14147,3.11852
2,391,FALSE,23.06453,4.14479
2,394,FALSE,30.10119,5.08574
2,395,FALSE,2.07764,35.05196
2,396,FALSE,3.14294,35.07998
2,397,FALSE,4.12069,35.10291
2,398,FALSE,33.06025,35.02618
2,403,FALSE,19.07199,6.07609
2,404,FALSE,34.11628,35.13117
2,405,FALSE,5.05873,35.07303
2,406,FALSE,4.00491,6.0386
2,407,FALSE,28.0169,29.05885
2,408,TRUE,4.14482,1
2,412,FALSE,34.03083,10.04103
2,413,FALSE,25.12955,15.0926
2,414,FALSE,31.02392,10.12344
2,415,FALSE,28.05725,30.0846
2,416,FALSE,20.06347,33.11125
2,417,FALSE,28.10621,6.09451
2,418,FALSE,35.04953,35.05979
2,419,FALSE,33.05653,33.08583
2,420,FALSE,33.04157,33.09097
2,421,FALSE,33.02631,33.03587
2,422,FALSE,30.08691,28.12135
2,423,FALSE,23.00063,6.06057
2,425,FALSE,5.14508,6.04928
2,426,FALSE,33.10067,6.06574
2,427,FALSE,6.12943,6.09677
2,428,FALSE,33.10121,33.11473
2,429,FALSE,28.13836,33.14025
3,1,FALSE,23.14432,6.04502
3,3,FALSE,4.01313,4.04373
3,5,FALSE,37.00601,6.02256
3,6,FALSE,33.10587,5.13918
3,7,FALSE,1,4.08395
3,9,FALSE,5.08037,5.00198
3,10,FALSE,4.10701,4.11067
3,11,FALSE,1,6.05319
3,13,FALSE,6.06032,6.04603
3,17,FALSE,28.02346,6.02625
3,18,FALSE,6.01063,6.03943
3,19,TRUE,33.10014,1
3,21,FALSE,29.00824,6.05003
3,22,FALSE,6.12187,6.13637
3,25,FALSE,19.12655,6.00732
3,29,FALSE,5.09069,2.01061
3,30,FALSE,6.10037,6.06241
3,69,FALSE,24.10047,2.10958
3,70,FALSE,23.04683,28.02028
3,71,FALSE,28.03288,6.06423
3,72,FALSE,33.00809,33.06858
3,73,FALSE,28.05424,28.00218
3,74,FALSE,37.04828,33.09606
3,75,FALSE,33.13795,34.03976
3,76,FALSE,28.00295,6.11752
3,77,FALSE,6.13122,18.06897
3,78,FALSE,23.13381,6.02898
3,79,FALSE,6.088,6.10427
3,82,FALSE,29.13384,6.00606
3,83,FALSE,18.06498,3.02444
3,84,FALSE,1,33.01825
3,85,TRUE,2.09613,1
3,86,TRUE,29.00376,1
3,91,FALSE,5.12616,5.10338
3,92,FALSE,6.06209,6.06781
3,93,FALSE,23.03301,6.09283
3,95,FALSE,5.12455,4.00421
3,98,FALSE,30.06298,5.00634
3,99,FALSE,34.07274,22.002
3,100,FALSE,35.06668,6.11773
3,101,FALSE,23.11707,3.06081
3,103,FALSE,25.11037,6.10548
3,104,FALSE,30.02379,6.01448
3,106,FALSE,28.06344,3.11836
3,107,FALSE,26.08303,4.10119
3,109,FALSE,34.05581,6.11439
3,110,FALSE,28.10612,6.04669
3,111,FALSE,33.06272,3.07172
3,112,FALSE,22.01792,3.0823
3,113,FALSE,28.1309,5.05602
3,114,FALSE,5.13707,2.07901
3,115,FALSE,5.13704,6.0924
3,116,FALSE,28.07207,3.03673
3,117,FALSE,5.12986,4.07203
3,118,FALSE,18.13757,2.0646
3,120,FALSE,34.01764,2.13436
3,121,FALSE,5.02648,3.00694
3,122,FALSE,5.128,2.04771
3,123,FALSE,6.09889,2.09327
3,124,FALSE,37.10189,2.12383
3,125,FALSE,34.08901,35.07347
3,126,FALSE,30.03677,35.0347
3,127,FALSE,24.11763,6.09231
3,128,FALSE,30.02127,6.04265
3,129,FALSE,30.13345,6.08834
3,130,FALSE,35.04459,35.13735
3,131,FALSE,5.0691,4.12197
3,133,FALSE,5.0836,3.02739
3,134,FALSE,4.03439,4.05939
3,135,FALSE,4.13705,6.00743
3,136,FALSE,4.10676,4.05358
3,137,FALSE,5.07334,4.1216
3,139,FALSE,5.0967,5.07072
3,140,FALSE,3.1206,4.08847
3,141,FALSE,2.05642,6.00069
3,142,FALSE,3.00156,3.10039
3,143,FALSE,5.11305,1.11477
3,144,FALSE,5.1465,31.03531
3,145,TRUE,30.07328,1
3,146,TRUE,1,1
3,147,FALSE,1,2.0067
3,148,TRUE,1,1
3,149,TRUE,18.07232,1
3,150,FALSE,1,35.02579
3,151,TRUE,1.03226,1
3,153,FALSE,6.12017,6.12846
3,154,FALSE,28.10401,6.0117
3,155,FALSE,37.05294,4.04673
3,156,FALSE,5.13647,6.02802
3,157,FALSE,5.02982,1.1218
3,158,FALSE,18.06881,4.13276
3,159,FALSE,23.07115,3.12763
3,160,FALSE,23.06937,4.098
3,161,FALSE,18.08883,4.09975
3,162,FALSE,29.11414,34.11861
3,164,FALSE,37.02595,5.10602
3,165,FALSE,6.13627,35.04236
3,166,FALSE,30.08027,35.11794
3,167,FALSE,5.04741,6.09749
3,168,FALSE,1,35.09114
3,169,FALSE,30.05614,35.12422
3,173,FALSE,28.02225,6.02673
3,175,FALSE,3.14235,3.09144
3,176,FALSE,5.00517,5.06386
3,177,FALSE,30.11715,6.07966
3,178,FALSE,35.01556,34.00209
3,179,FALSE,34.09073,6.11475
3,180,FALSE,28.07329,28.11049
3,181,FALSE,35.00964,33.03517
3,182,FALSE,25.02847,6.14174
3,183,FALSE,35.06132,6.11695
3,184,FALSE,37.12252,6.05175
3,185,FALSE,28.022,6.13878
3,186,FALSE,37.00513,6.07342
3,188,FALSE,30.06066,1.02306
3,189,FALSE,34.11934,34.14364
3,190,FALSE,23.05836,6.10105
3,191,FALSE,30.07997,6.05102
3,192,FALSE,25.06777,6.09559
3,193,FALSE,35.07041,36.11644
3,194,FALSE,25.05896,6.08428
3,195,FALSE,28.09907,6.00687
3,197,FALSE,29.0498,2.0108
3,198,FALSE,25.10718,6.09153
3,199,FALSE,30.04932,23.09214
3,200,FALSE,6.00394,6.09273
3,201,FALSE,5.13649,6.13164
3,202,FALSE,37.07255,37.02425
3,203,FALSE,30.06381,30.06382
3,204,FALSE,30.02233,4.01712
3,206,FALSE,30.007,2.02285
3,207,FALSE,28.11129,6.06977
3,208,FALSE,5.12496,4.1409
3,209,FALSE,28.04132,28.1225
3,210,FALSE,28.05962,28.14585
3,211,FALSE,28.0643,33.0452
3,212,FALSE,5.09356,4.12927
3,213,FALSE,13.0382,5.14433
3,216,FALSE,28.13802,6.09022
3,217,FALSE,29.13607,6.14349
3,218,FALSE,30.02212,6.03791
3,219,FALSE,25.01223,6.14095
3,222,FALSE,28.08925,5.10475
3,225,FALSE,33.10315,33.13156
3,226,FALSE,35.09878,6.09746
3,227,FALSE,37.08835,34.05568
3,229,FALSE,33.1252,33.1283
3,230,FALSE,33.06245,33.09117
3,233,FALSE,30.14286,6.032
3,234,FALSE,30.11605,33.03707
3,235,FALSE,30.05545,33.02618
3,236,FALSE,4.06444,4.01328
3,237,FALSE,5.10145,6.04637
3,242,FALSE,24.12379,4.04538
3,243,FALSE,6.03551,6.08661
3,251,FALSE,34.04615,34.06556
3,252,FALSE,28.01547,6.09015
3,253,FALSE,30.02806,4.01095
3,254,FALSE,4.02269,1.09895
3,255,FALSE,13.01782,3.01988
3,256,FALSE,30.08527,2.07049
3,257,FALSE,20.06567,4.01056
3,258,FALSE,18.04282,5.01519
3,259,FALSE,5.04245,33.01331
3,260,FALSE,5.03182,5.12158
3,262,FALSE,36.0989,1.13911
3,263,FALSE,6.03622,3.04379
3,264,FALSE,29.09711,6.1108
3,265,FALSE,6.00927,5.0748
3,270,FALSE,6.09642,33.01306
3,271,FALSE,28.08593,6.10889
3,272,FALSE,5.12545,6.02983
3,273,FALSE,5.13184,6.01532
3,274,FALSE,5.10269,6.00139
